标题,链接,发布时间,内容
比亚迪的电动大巴生产基地有多少个？规划产能多少？会不会重复建设？总产能多少？,"https://guba.eastmoney.com/news,002594,472405614.html",2016-07-24 13:28:01,"比亚迪的电动大巴生产基地有多少个？规划产能多少？会不会重复建设？总产能多少？
"
10股送28股还要跌 比亚迪你准备以后股价值5块钱吗？这样就不要送股分钱吧垃圾,"https://guba.eastmoney.com/news,002594,468251061.html",2016-07-23 08:21:51,10股送28股还要跌比亚迪你准备以后股价值5块钱吗？这样就不要送股分钱吧垃圾
如果一个企业不信守承诺，必将倒闭。南京车展比亚迪几乎没人问津，大家失去了信心,"https://guba.eastmoney.com/news,002594,468540795.html",2016-07-23 12:14:24,如果一个企业不信守承诺，必将倒闭。南京车展比亚迪几乎没人问津，大家失去了信心
一年后的比亚迪值多少钱呢？,"https://guba.eastmoney.com/news,002594,469323129.html",2016-07-23 17:55:35,一年后的比亚迪值多少钱呢？
72日。汉能发布4款太阳能汽车、前几天丰田推出太阳能汽车、昨天特斯拉宣布,"https://guba.eastmoney.com/news,002594,463946817.html",2016-07-22 07:59:58,72日。汉能发布4款太阳能汽车、前几天丰田推出太阳能汽车、昨天特斯拉宣布 全面进军 太阳能汽车领域....... 建议比亚迪尽快布局太阳能汽车领域 抢占先机......未来是太阳能汽车的天下
坚决永远发利好！永远支持春暖！ 爱咋咋地！叫拉拉蛄叫不种黃豆啦？ 听狗叫不敢出门,"https://guba.eastmoney.com/news,002594,466443184.html",2016-07-22 21:17:08,"坚决永远发利好！永远支持春暖！
爱咋咋地！叫拉拉蛄叫不种黃豆啦？
听狗叫不敢出门？
好笑！"
一直在潜水，今天实在忍不住了，我要大喊一声，凰飞鸿绝对是个垃圾！是大垃圾，是大大,"https://guba.eastmoney.com/news,002594,468136464.html",2016-07-23 07:33:08,一直在潜水，今天实在忍不住了，我要大喊一声，凰飞鸿绝对是个垃圾！是大垃圾，是大大地垃圾！良心大大地坏了[不说了][不屑]
是洗盘？还是出货？,"https://guba.eastmoney.com/news,002594,469280237.html",2016-07-23 17:42:01,是洗盘？还是出货？
别人投钱进来，净资产怎么还变少了？？,"https://guba.eastmoney.com/news,002594,469215573.html",2016-07-23 17:18:01,别人投钱进来，净资产怎么还变少了？？
小散的成本大都比增发价低，你让主力怎么拉，凰飞鸿全力鼓吹比亚迪，诱骗散户进场，进,"https://guba.eastmoney.com/news,002594,468793165.html",2016-07-23 13:58:38,小散的成本大都比增发价低，你让主力怎么拉，凰飞鸿全力鼓吹比亚迪，诱骗散户进场，进来就套。凰飞鸿如果不是傻子，就是一个人品素质极差的坏人。其心可诛！[不赞][不说了][不屑]
【投资者传闻求证】宋1.5T手动版更换汉字车标？,"https://guba.eastmoney.com/news,002594,465649063.html",2016-07-22 16:30:07,【比亚迪官方回复】暂未确定。
既然小散的成本低于或等于增发价，那就等新的大股东来想办法拉升股价吧[赞],"https://guba.eastmoney.com/news,002594,467809422.html",2016-07-23 05:27:25,既然小散的成本低于或等于增发价，那就等新的大股东来想办法拉升股价吧
建议比亚迪公司 赶快 找 深圳拓日新能（002218）公司 谈汽车用柔性电池 争,"https://guba.eastmoney.com/news,002594,468334200.html",2016-07-23 09:22:29,建议比亚迪公司 赶快 找 深圳拓日新能（002218）公司 谈汽车用柔性电池 争取垄断 拓日新能公司的汽车用柔性电池、抢占先机、做个先知先觉的公司、占领太阳能市场.......
每10股送28股还要跌 天理不容,"https://guba.eastmoney.com/news,002594,468245229.html",2016-07-23 08:19:33,每10股送28股还要跌 天理不容
这么多的利好还跌 无能,"https://guba.eastmoney.com/news,002594,468228656.html",2016-07-23 08:12:44,这么多的利好还跌 无能
凰吃S你在哪里？在数板吗？,"https://guba.eastmoney.com/news,002594,464656650.html",2016-07-22 11:07:51,出来接受打脸吧
比亚迪一跌，护盘就装B！ 哈哈哈！这乌龟又出头乐了！,"https://guba.eastmoney.com/news,002594,466132127.html",2016-07-22 19:23:33,"比亚迪一跌，护盘就装B！
哈哈哈！这乌龟又出头乐了！"
下午反弹啦,"https://guba.eastmoney.com/news,002594,465154545.html",2016-07-22 13:49:26,反弹各JJ，凑不要脸的
这几大信托不知道啥背景，有木有人扒一扒？,"https://guba.eastmoney.com/news,002594,461752262.html",2016-07-21 19:22:39,相当牛逼的信托计划。
对于反映比亚迪利好的文章坚决一刷到底！ 被骂了，没用的！本人已经下定决心，至少刷,"https://guba.eastmoney.com/news,002594,442520977.html",2016-07-08 05:17:09,"对于反映比亚迪利好的文章坚决一刷到底！
被骂了，没用的！本人已经下定决心，至少刷十年！"
牛市的方案 熊市完成 老王棒棒哒,"https://guba.eastmoney.com/news,002594,461717466.html",2016-07-21 18:53:46,143.69亿真金白银，比亚迪如虎添翼！
利好出尽，中级调整开始，目标51.12元。,"https://guba.eastmoney.com/news,002594,464523378.html",2016-07-22 10:34:00,利好出尽，中级调整开始，目标51.12元。
为庆祝比亚迪定增成功，预定一辆唐100支持老王。,"https://guba.eastmoney.com/news,002594,464351587.html",2016-07-22 09:51:37,争取早日打败疯田等小鬼子企业。
比亚迪估计要跌破增发价,"https://guba.eastmoney.com/news,002594,466170426.html",2016-07-22 19:36:19,比亚迪估计要跌破增发价
奇葩股,"https://guba.eastmoney.com/news,002594,466078824.html",2016-07-22 19:04:44,奇葩股
赶紧跌赶紧跌，然后给阿黄换个爹,"https://guba.eastmoney.com/news,002594,465216489.html",2016-07-22 14:08:16,赶紧跌赶紧跌，然后给阿黄换个爹
补完周五缺口了，不涨才怪。。,"https://guba.eastmoney.com/news,002594,464681781.html",2016-07-22 11:13:43,补完周五缺口了，不涨才怪。。
不建议分红，做送股转股就行，目前的分红制度是，分红后股价强制除息，股民根本没拿到,"https://guba.eastmoney.com/news,002594,466007536.html",2016-07-22 18:37:57,不建议分红，做送股转股就行，目前的分红制度是，分红后股价强制除息，股民根本没拿到钱，还要赔上分红税，分红后股民的总资产是减少的，等于公司把钱扔水里了，没人拿到，因此不建议分红，不如做转送股！
大家都不要骂了，现实已经如此，骂阿黄也没用了。,"https://guba.eastmoney.com/news,002594,465088363.html",2016-07-22 13:29:40,广积福德，财运自然滚滚而来。
"年纪不轻了,重工业,靠概念不断圈钱来维持","https://guba.eastmoney.com/news,002594,465914384.html",2016-07-22 18:04:28,"年纪不轻了,重工业,靠概念不断圈钱来维持"
五阴吞一阳[微笑]操盘手手法老道,"https://guba.eastmoney.com/news,002594,465382985.html",2016-07-22 14:59:05,五阴吞一阳操盘手手法老道
短线已经见底，缺口已经补上，震荡上行；,"https://guba.eastmoney.com/news,002594,464692892.html",2016-07-22 11:16:35,短线已经见底，缺口已经补上，震荡上行；做波段的，已经可以入场。
没看到现在买盘比卖盘多吗？放心持股吧,"https://guba.eastmoney.com/news,002594,465349221.html",2016-07-22 14:48:46,没看到现在买盘比卖盘多吗？放心持股吧
护盘先锋比亚迪。[胜利],"https://guba.eastmoney.com/news,002594,465320835.html",2016-07-22 14:39:48,护盘先锋比亚迪。
不会是技术调整要一步到位吧，也许是机构也急躁了[傲],"https://guba.eastmoney.com/news,002594,464691587.html",2016-07-22 11:16:14,不会是技术调整要一步到位吧，也许是机构也急躁了
打爆空头指日可待,"https://guba.eastmoney.com/news,002594,463772609.html",2016-07-22 07:02:38,打爆空头指日可待
绝望的人儿开始增多,"https://guba.eastmoney.com/news,002594,464575485.html",2016-07-22 10:47:19,绝望的人儿开始增多
急什么 但凡57.4左右的可以持股11个月 保准翻翻,"https://guba.eastmoney.com/news,002594,464973930.html",2016-07-22 12:54:29,昨天7.21公布增发成功，收盘价61.94，基本都没有溢价。一般那些大财团，没有翻翻的收入谁去增持？所以只要在这个价格进的，11个月不要看股票，11底出，保准翻翻，
进一手，不为抵抗爱犯贱的庄家，只预祝老王不差钱后大展宏图！,"https://guba.eastmoney.com/news,002594,464825654.html",2016-07-22 11:51:08,进一手，不为抵抗爱犯贱的庄家，只预祝老王不差钱后大展宏图！
有种61打穿！,"https://guba.eastmoney.com/news,002594,465123054.html",2016-07-22 13:39:59,打吧，穿了捡回来
熊途漫漫，今日开启。,"https://guba.eastmoney.com/news,002594,465071641.html",2016-07-22 13:24:36,熊途漫漫，今日开启。
股价何时涨,"https://guba.eastmoney.com/news,002594,464648406.html",2016-07-22 11:05:20,好消息不断，为什么股价不涨，太磨人了
高开低走，散户勿追。,"https://guba.eastmoney.com/news,002594,464178326.html",2016-07-22 09:05:48,信我者得永生，不信我者亏本自己去自尽。高开1-2个点，冲高2-4个点；午后震荡回落，周一补下方缺口。拭目以待。
锂电 无人驾驶 物流车 定增 太阳能大涨 比亚迪只是个笑话,"https://guba.eastmoney.com/news,002594,464625092.html",2016-07-22 10:59:28,锂电 无人驾驶 物流车 定增太阳能大涨比亚迪只是个笑话[失望][失望][失望] 撤了
7月22日走势没办法猜，献上一张图,"https://guba.eastmoney.com/news,002594,462783181.html",2016-07-22 01:12:16,7月22日走势没办法猜，献上一张图
进来赌增发，赚了两个点走了，希望你们这些铁杆散户天天发言，继续持有三年。,"https://guba.eastmoney.com/news,002594,464411470.html",2016-07-22 10:06:37,进来赌增发，赚了两个点走了，希望你们这些铁杆散户天天发言，继续持有三年。
春比，黄狗，这些人终于该消停了,"https://guba.eastmoney.com/news,002594,464635068.html",2016-07-22 11:02:15,把投机者的幻想打破，把不切实际的浮躁冷静下来，比亚迪需要在50-62之间震荡几个月，把浮躁筹码的集中起来，换手率再降一降，才能上涨
原来黄G和春B是一人,"https://guba.eastmoney.com/news,002594,464709061.html",2016-07-22 11:21:08,这些天一唱一和的目的就是配合资金出货，你们懂的
持股一年基本亏的，等增发就这吊样，谁还支持买这烂车，厌恶！[怒],"https://guba.eastmoney.com/news,002594,464496782.html",2016-07-22 10:27:53,持股一年基本亏的，等增发就这吊样，谁还支持买这烂车，厌恶！
增发完成又能怎样？,"https://guba.eastmoney.com/news,002594,461877959.html",2016-07-21 20:36:01,增发对小散意义不大，明天收阴的可能性大，因为维护股价保增发的任务以完成，今天下午走势以说明问题了。就此票的质地而言是长期投资不错标的。
88，再见 一个持股一年未动的小散,"https://guba.eastmoney.com/news,002594,464642423.html",2016-07-22 11:03:50,"88，再见
一个持股一年未动的小散"
你今天卖了吗你今天买了吗，我不卖,"https://guba.eastmoney.com/news,002594,464621169.html",2016-07-22 10:58:33,你今天卖了吗你今天买了吗，我不卖
股吧冷清了好多。,"https://guba.eastmoney.com/news,002594,464585469.html",2016-07-22 10:49:24,股吧冷清了好多。
春暖，牛股，凰飞你们别他妈的发利好了！！！！蹲那撅着得了！消停几天不行吗！股价让,"https://guba.eastmoney.com/news,002594,464416477.html",2016-07-22 10:07:48,春暖，牛股，凰飞你们别他妈的发利好了！！！！蹲那撅着得了！消停几天不行吗！股价让你们搞成这样！
比亚迪中级调整开始，今天走是最后的机会,"https://guba.eastmoney.com/news,002594,464569599.html",2016-07-22 10:45:57,这么大的利好都没动静，就更别想了，赶紧调仓换股吧
不玩了！走了！bye！不要说再见！是再不见！,"https://guba.eastmoney.com/news,002594,464533081.html",2016-07-22 10:36:56,不玩了！走了！bye！不要说再见！是再不见！
比亚迪再见，伤心了,"https://guba.eastmoney.com/news,002594,464469702.html",2016-07-22 10:21:12,走了，直接删自选
我已经打光了所有子弹，开始锁仓比亚迪,"https://guba.eastmoney.com/news,002594,464417815.html",2016-07-22 10:08:05,我已经打光了所有子弹，开始锁仓比亚迪
有买入300489 陕西飞猫的   举手   仓位以清仓  不可太贪,"https://guba.eastmoney.com/news,002594,464320524.html",2016-07-22 09:44:07,有买入300489 陕西飞猫的 举手 仓位以清仓 不可太贪
大家耐心等待，看看此庄会不会把自己套里面。,"https://guba.eastmoney.com/news,002594,464303987.html",2016-07-22 09:39:34,定增成功之后就是跟恶庄的持久战了。
果不其然！！习惯了，一个星期有一次跑赢指数都不错了！今天争取跑赢！！B样的，专治,"https://guba.eastmoney.com/news,002594,464341719.html",2016-07-22 09:49:19,果不其然！！习惯了，一个星期有一次跑赢指数都不错了！今天争取跑赢！！B样的，专治不服。。。
"垃圾,一定会臭名远扬，逼压低","https://guba.eastmoney.com/news,002594,464421316.html",2016-07-22 10:08:59,垃圾，请问你的什么是利好？
这玩意要跌,"https://guba.eastmoney.com/news,002594,464392118.html",2016-07-22 10:01:49,这玩意要跌
这个票有意思，就差自杀了,"https://guba.eastmoney.com/news,002594,464380010.html",2016-07-22 09:58:41,这个票有意思，就差自杀了
增发成功，不来个跌停都不像你的作风~,"https://guba.eastmoney.com/news,002594,464399263.html",2016-07-22 10:03:44,增发成功，不来个跌停都不像你的作风~
恭喜我的亚太股份,"https://guba.eastmoney.com/news,002594,464372023.html",2016-07-22 09:56:39,恭喜我的亚太股份
比亚迪太弱了，，，观望中，踏错就算,"https://guba.eastmoney.com/news,002594,464370764.html",2016-07-22 09:56:20,比亚迪太弱了，，，观望中，踏错就算
任何力量都不能改变比亚迪发展的方向，既不是向上也不是向下，而是向右。,"https://guba.eastmoney.com/news,002594,464312444.html",2016-07-22 09:42:11,任何力量都不能改变比亚迪发展的方向，既不是向上也不是向下，而是向右。
哈哈，怎么滴不涨停一天意思意思，昨天谁说梦话要数板来着？,"https://guba.eastmoney.com/news,002594,464358100.html",2016-07-22 09:52:45,"哈哈，怎么滴不涨停一天意思意思，昨天谁说梦话要数板来着？
"
盘面还不见什么起伏，股吧也比较安静。。 一定是因为三星加入比亚迪增发，被那个前两,"https://guba.eastmoney.com/news,002594,464336457.html",2016-07-22 09:47:59,"盘面还不见什么起伏，股吧也比较安静。。
一定是因为三星加入比亚迪增发，被那个前两天大喊大叫的SB抵制了。。。"
连高开都没有，太懒了。,"https://guba.eastmoney.com/news,002594,464315441.html",2016-07-22 09:42:27,连高开都没有，太懒了。
等50的是没戏了，现在只好期待能以增发价买入了！,"https://guba.eastmoney.com/news,002594,461962108.html",2016-07-21 21:07:19,
烂股,"https://guba.eastmoney.com/news,002594,464285987.html",2016-07-22 09:35:20,烂股
不管什么利好，BYD来说都是利空，因为它是垃圾，垃圾中的垃圾。,"https://guba.eastmoney.com/news,002594,464303713.html",2016-07-22 09:39:56,不管什么利好，BYD来说都是利空，因为它是垃圾，垃圾中的垃圾。
漂亮,"https://guba.eastmoney.com/news,002594,464301008.html",2016-07-22 09:39:19,漂亮
等了一年的定增落地，结果会不会让大家很失望呢？这个庄家已经成魔，完全不走常规路。,"https://guba.eastmoney.com/news,002594,464248822.html",2016-07-22 09:25:38,等了一年的定增落地，结果会不会让大家很失望呢？这个庄家已经成魔，完全不走常规路。去年走多少人因为这个定增被套呢？大家是无辜的。
性急喝不到热稀饭，淡定！,"https://guba.eastmoney.com/news,002594,464282494.html",2016-07-22 09:34:21,性急喝不到热稀饭，淡定！
开盘就这死像，失望至极[好逊],"https://guba.eastmoney.com/news,002594,464273313.html",2016-07-22 09:31:55,开盘就这死像，失望至极[好逊]
看到大家都很淡定，这是好事啊。,"https://guba.eastmoney.com/news,002594,464221235.html",2016-07-22 09:17:41,对于忽悠已经有了一定的免疫能力了。
个人认为被割肉的朋友，这只翻番股可以助你恢复元气头帖可供参考,"https://guba.eastmoney.com/news,002594,446708897.html",2016-07-12 15:01:13,个人认为被割肉的朋友，这只翻番股可以助你恢复元气头帖可供参考
最终决定股价的还是资金，打爆空头不是靠嘴说，是靠钱！,"https://guba.eastmoney.com/news,002594,441776046.html",2016-07-07 18:18:38,静等小比董秘如何打爆空头。
北京地铁全是比亚迪，中央二台连续报道,"https://guba.eastmoney.com/news,002594,462586460.html",2016-07-22 00:01:49,北京地铁全是比亚迪，中央二台连续报道
$比亚迪 sz002594$ 完成定增 上海三星半导体认购30亿元;$奥普光电 sz002338$ 拟5734.8,"https://guba.eastmoney.com/news,002594,464031412.html",2016-07-22 08:23:58,$比亚迪sz002594$ 完成定增 上海三星半导体认购30亿元;$奥普光电sz002338$ 拟5734.82万元出售长光华芯51.01%股权
增发完成，目标价81,"https://guba.eastmoney.com/news,002594,461918844.html",2016-07-21 20:54:17,未来3个月目标价100元，未来6个月目标价120元，未来12个月目标价150元，敬请同道中人同博，梦想有多远，你就能走多远，海阔凭鱼跃，天高任鸟飞。比亚迪，你值得拥有!!
增发完成跌停时间来了,"https://guba.eastmoney.com/news,002594,462116696.html",2016-07-21 21:53:14,增发完成跌停时间来了
谁敢预测明天走势？,"https://guba.eastmoney.com/news,002594,462275163.html",2016-07-21 22:32:03,谁敢预测明天走势？
