标题,链接,发布时间,内容
浪莎具有暴涨成妖基因,"https://guba.eastmoney.com/news,600137,893465842.html",2019-12-23 09:30:15,浪莎具有暴涨成妖基因
星期六疯涨为浪莎做出榜样,"https://guba.eastmoney.com/news,600137,893464289.html",2019-12-23 09:27:15,星期六疯涨为浪莎做出榜样
这股其实还是很不错的，至少股价稳得住，让大家没什么损失。,"https://guba.eastmoney.com/news,600137,893297737.html",2019-12-21 15:16:56,这股其实还是很不错的，至少股价稳得住，让大家没什么损失。
老股民们都别幻想了，二股东母公司熊猫金控自己都快倒闭了，还幻想着二股东拿钱来拉股,"https://guba.eastmoney.com/news,600137,893192342.html",2019-12-20 14:57:39,老股民们都别幻想了，二股东母公司熊猫金控自己都快倒闭了，还幻想着二股东拿钱来拉股价解套呐？要不是朋友来救场，二股东早爆仓了。
每天涨一分钱很满足[鼓掌][鼓掌],"https://guba.eastmoney.com/news,600137,893117949.html",2019-12-20 11:53:46,每天涨一分钱很满足
第二个星期六,"https://guba.eastmoney.com/news,600137,893046891.html",2019-12-20 09:49:31,第二个星期六
贵绳股份里的股东,"https://guba.eastmoney.com/news,600137,892988728.html",2019-12-19 21:29:41,贵绳股份里的股东
就是就是,"https://guba.eastmoney.com/news,600137,892988622.html",2019-12-19 21:28:51,就是就是
几棒子抡下来给抡傻了,"https://guba.eastmoney.com/news,600137,892827815.html",2019-12-19 10:46:51,几棒子抡下来给抡傻了
短线将回抽至14元后启稳。,"https://guba.eastmoney.com/news,600137,892711114.html",2019-12-18 18:38:08,短线将回抽至14元后启稳。
手抖眼瞎别做股票哭哭哭哭哭哭哭哭哭哭哭哭哭哭哭,"https://guba.eastmoney.com/news,600137,892676762.html",2019-12-18 15:18:31,下午14.41分我眼瞎看错准备卖出点错了，弄成买入全部100手成交价14.47元咋办啊？这只瘟股实在是伤不起啊！
等一会会拉一波，五个点以上,"https://guba.eastmoney.com/news,600137,892523096.html",2019-12-18 09:47:14,等一会会拉一波，五个点以上
这是多逗比呀,"https://guba.eastmoney.com/news,600137,892419569.html",2019-12-17 15:53:29,这是多逗比呀
活久见，慢慢玩,"https://guba.eastmoney.com/news,600137,892370176.html",2019-12-17 14:00:25,活久见，慢慢玩
你真垃圾拿了一年了,"https://guba.eastmoney.com/news,600137,892342992.html",2019-12-17 13:22:33,你真垃圾 拿了一年了
终于看到浪莎要倒了,"https://guba.eastmoney.com/news,600137,892016076.html",2019-12-16 10:15:33,终于看到浪莎要倒了
等资产注入等了N多年了[哭]，何时才能修出正果？,"https://guba.eastmoney.com/news,600137,891963343.html",2019-12-15 22:19:03,等资产注入等了N多年了，何时才能修出正果？
求三个跌停[微笑],"https://guba.eastmoney.com/news,600137,891936005.html",2019-12-15 11:54:52,求三个跌停
原来这个公司是传销公司啊有意思[大笑][大笑][大笑][大笑][大笑][大笑][,"https://guba.eastmoney.com/news,600137,891929935.html",2019-12-15 09:26:02,原来这个公司是传销公司啊 有意思这里的散户都是传销股东
割肉了，再也耗不起，去你打野的…认栽,"https://guba.eastmoney.com/news,600137,891915081.html",2019-12-14 21:26:15,割肉了，再也耗不起，去你打野的…认栽
想买几万留着可以吗,"https://guba.eastmoney.com/news,600137,891896326.html",2019-12-14 13:39:19,想买几万留着可以吗
能否到30元,"https://guba.eastmoney.com/news,600137,891896347.html",2019-12-14 13:39:46,能否到30元
浪莎三季度销量增加，净利润减少，不知四季度销量如何？利润几何？,"https://guba.eastmoney.com/news,600137,891896213.html",2019-12-14 13:36:09,浪莎三季度销量增加，净利润减少，不知四季度销量如何？利润几何？
浪莎正在寻求合适的标的进行资并购很久了，不知，还用什么方式骗取广大小股东？,"https://guba.eastmoney.com/news,600137,891895968.html",2019-12-14 13:30:50,浪莎正在寻求合适的标的进行资并购很久了，不知，还用什么方式骗取广大小股东？
是否能挽救这个破烂公司？,"https://guba.eastmoney.com/news,600137,891895868.html",2019-12-14 13:28:42,是否能挽救这个破烂公司？
这货离退市不远了。,"https://guba.eastmoney.com/news,600137,891874025.html",2019-12-14 04:06:24,这货离退市不远了。
你们说这丝袜，还是买这股份？会不会都是坑？会不会亏得内裤也没得？,"https://guba.eastmoney.com/news,600137,891856354.html",2019-12-13 22:16:10,你们说这丝袜，还是买这股份？会不会都是坑？会不会亏得内裤也没得？
拿了快一个月了14.18保本卖了，以后都不会再买这类空壳上市公司股票,"https://guba.eastmoney.com/news,600137,891727783.html",2019-12-13 13:08:27,拿了快一个月了14.18保本卖了，以后都不会再买这类空壳上市公司股票
这个票还有救吗？各抒己见啊，高手们,"https://guba.eastmoney.com/news,600137,891577712.html",2019-12-12 21:37:54,这个票还有救吗？各抒己见啊，高手们
这个月没戏,"https://guba.eastmoney.com/news,600137,891147423.html",2019-12-11 10:08:32,这个月没戏
技术面反弹，庄家做不做不清楚,"https://guba.eastmoney.com/news,600137,891079558.html",2019-12-10 21:27:15,技术面反弹，庄家做不做不清楚
放量大涨，值得期待[鼓掌][鼓掌][鼓掌],"https://guba.eastmoney.com/news,600137,891043873.html",2019-12-10 16:37:58,放量大涨，值得期待
丝袜质量不太好，不用撕，一顶就破了。,"https://guba.eastmoney.com/news,600137,891027126.html",2019-12-10 15:19:39,丝袜质量不太好，不用撕，一顶就破了。
搞了半天没一个捧场的可悲呀,"https://guba.eastmoney.com/news,600137,890922942.html",2019-12-10 10:44:08,搞了半天没一个捧场的可悲呀
并购重组问董秘狗屁都不敢放,"https://guba.eastmoney.com/news,600137,890782503.html",2019-12-09 15:03:20,并购重组问董秘狗屁都不敢放
大便,"https://guba.eastmoney.com/news,600137,890781370.html",2019-12-09 15:00:16,大便
18年吹出比，寻找合适的标的，2年了还怎么吹,"https://guba.eastmoney.com/news,600137,890780729.html",2019-12-09 14:58:42,18年吹出比，寻找合适的标的，2年了还怎么吹
老翁头心里是什么想法,"https://guba.eastmoney.com/news,600137,890780100.html",2019-12-09 14:57:07,老翁头心里是什么想法
不涨横盘，就会大跌，大跌，大跌,"https://guba.eastmoney.com/news,600137,890731496.html",2019-12-09 13:05:49,不涨横盘，就会大跌，大跌，大跌
不蒸馒头争口气,"https://guba.eastmoney.com/news,600137,890737226.html",2019-12-09 13:21:03,不蒸馒头争口气
爱生活，爱浪莎[微笑],"https://guba.eastmoney.com/news,600137,890646876.html",2019-12-09 08:16:56,爱生活，爱浪莎
早就知道的事，媒体现在拿出来说炒冷饭，用意何在,"https://guba.eastmoney.com/news,600137,890615573.html",2019-12-08 14:23:05,早就知道的事，媒体现在拿出来说炒冷饭，用意何在
第二个权健，传销王，2元见。。。无任何投资价值，做袜子没有什么核心技术。。。神童,"https://guba.eastmoney.com/news,600137,890599333.html",2019-12-08 01:52:42,第二个权健，传销王，2元见。。。无任何投资价值，做袜子没有什么核心技术。。。神童已阅
完了，星期一股价估计有一波，最近刚买了6双质量确实不怎么样，还卖的老贵。只为卖了,"https://guba.eastmoney.com/news,600137,890571659.html",2019-12-07 11:40:23,完了，星期一股价估计有一波，最近刚买了6双质量确实不怎么样，还卖的老贵。只为卖了个名声而已，下次绝对不买了。
突然出来这么多帖子，明白人都应该知道怎么做了,"https://guba.eastmoney.com/news,600137,890217847.html",2019-12-05 14:02:17,距离巨浪展期的时日不多了，这两天信息多了，希望大家都谨慎。
就这逼德性，老翁头也蒙逼了不？是不是又要出来害人了？,"https://guba.eastmoney.com/news,600137,890291225.html",2019-12-05 18:58:54,就这逼德性，老翁头也蒙逼了不？是不是又要出来害人了？
一旦冲破14.2上升空间有可能被打开，可逢低开注,"https://guba.eastmoney.com/news,600137,890226913.html",2019-12-05 14:19:06,一旦冲破14.2上升空间有可能被打开，可逢低开注
装死不等于真死,"https://guba.eastmoney.com/news,600137,890217657.html",2019-12-05 14:01:53,装死不等于真死
小浪转形基本成功,"https://guba.eastmoney.com/news,600137,890214880.html",2019-12-05 13:56:53,小浪转形基本成功
很有可能社主力盯住,"https://guba.eastmoney.com/news,600137,890216360.html",2019-12-05 13:59:28,很有可能社主力盯住
定单将大幅增加,"https://guba.eastmoney.com/news,600137,890215578.html",2019-12-05 13:58:10,定单将大幅增加
四季度存货十平台消售业绩有望爆长,"https://guba.eastmoney.com/news,600137,890213772.html",2019-12-05 13:54:51,四季度存货十平台消售业绩有望爆长
老翁的目的?,"https://guba.eastmoney.com/news,600137,890204405.html",2019-12-05 13:36:54,老翁的目的?
不过14.2决不进场,"https://guba.eastmoney.com/news,600137,890199692.html",2019-12-05 13:26:48,不过14.2决不进场
二股冬巨浪35成本谁给你抬桥,"https://guba.eastmoney.com/news,600137,890198371.html",2019-12-05 13:23:56,二股冬巨浪35成本谁给你抬桥
二股冬不死浪沙没机会,"https://guba.eastmoney.com/news,600137,890197778.html",2019-12-05 13:22:28,二股冬不死浪沙没机会
这是谁还有这么多存货判啊再搞就不要怪我了，我也要把我的存货抛出来[兴奋][兴奋],"https://guba.eastmoney.com/news,600137,889917787.html",2019-12-04 10:15:03,这是谁还有这么多存货判啊 再搞就不要怪我了，我也要把我的存货抛出来
明天凶多吉少！哎,"https://guba.eastmoney.com/news,600137,889632074.html",2019-12-02 22:57:50,明天凶多吉少！哎
这货到底怎么了？几个意思？明白人讲讲，,"https://guba.eastmoney.com/news,600137,889603036.html",2019-12-02 18:29:05,这货到底怎么了？几个意思？明白人讲讲，
东西越来越差,"https://guba.eastmoney.com/news,600137,889586126.html",2019-12-02 16:20:29,东西越来越差
今天有望涨停,"https://guba.eastmoney.com/news,600137,889459142.html",2019-12-02 09:51:20,今天有望涨停
我要拉升了，星期一涨4个点[大笑],"https://guba.eastmoney.com/news,600137,889384931.html",2019-11-30 23:38:42,我要拉升了，星期一涨4个点
成交量太低,"https://guba.eastmoney.com/news,600137,889244753.html",2019-11-29 13:47:27,这个股票每天成交量太低了，现在是阴跌的阶段，所以基本没有操作机会，这种股票观望为主。
今天要拉个涨停！,"https://guba.eastmoney.com/news,600137,888759414.html",2019-11-27 13:37:30,今天要拉个涨停！
248手三十来万，就把价格托住了，这票流动性，散户极少。,"https://guba.eastmoney.com/news,600137,888750869.html",2019-11-27 13:17:59,248手三十来万，就把价格托住了，这票流动性，散户极少。
与第二股东同在。浪莎前二大股东高度质押融资、存在爆仓被平仓风险很高。在等待二股东,"https://guba.eastmoney.com/news,600137,888695887.html",2019-11-27 10:17:26,与第二股东同在。浪莎前二大股东高度质押融资、存在爆仓被平仓风险很高。在等待二股东引入新资源、新项目实现浪莎壳价值。
上点情趣系列业绩不翻翻[大笑][大笑][大笑][大笑][大笑],"https://guba.eastmoney.com/news,600137,888663992.html",2019-11-27 09:29:37,上点情趣系列业绩不翻翻
这家最近吃货8000多万 快吃饱了 那就干活吧,"https://guba.eastmoney.com/news,600137,888606572.html",2019-11-26 19:04:27,
这是把我们小散按地板上摩擦呀！,"https://guba.eastmoney.com/news,600137,888507888.html",2019-11-26 13:09:44,这是把我们小散按地板上摩擦呀！
一个月之内跌破12，然后再一个月涨到30.,"https://guba.eastmoney.com/news,600137,888501655.html",2019-11-26 12:25:55,一个月之内跌破12，然后再一个月涨到30.
真赖皮,"https://guba.eastmoney.com/news,600137,888482162.html",2019-11-26 11:04:21,真赖皮
我滴神啊，十分钟都成交不了一手，要退市的节奏么？我不相信三季度进来的那几个人不赚,"https://guba.eastmoney.com/news,600137,888305891.html",2019-11-25 14:15:20,我滴神啊，十分钟都成交不了一手，要退市的节奏么？我不相信三季度进来的那几个人不赚钱会走。
唉、跌到哪天是个头啊！,"https://guba.eastmoney.com/news,600137,888247964.html",2019-11-25 11:02:18,唉、跌到哪天是个头啊！
昨晚的浪莎，不好撕,"https://guba.eastmoney.com/news,600137,888207344.html",2019-11-25 09:50:47,
停牌了？,"https://guba.eastmoney.com/news,600137,888193404.html",2019-11-25 09:31:28,停牌了？
此股即将爆发,"https://guba.eastmoney.com/news,600137,888182013.html",2019-11-25 08:10:24,此股即将爆发
好股，抗跌，值得拥有。,"https://guba.eastmoney.com/news,600137,887791856.html",2019-11-21 17:36:13,好股，抗跌，值得拥有。
13.29___13.44十五分钟左右买进1手。,"https://guba.eastmoney.com/news,600137,887724722.html",2019-11-21 13:48:16,13.29___13.44十五分钟左右买进1手。
不能压太多，是真没人买，还把人给吓着了,"https://guba.eastmoney.com/news,600137,887497168.html",2019-11-20 13:55:10,不能压太多，是真没人买，还把人给吓着了
10分钟1手[献花][献花][献花][献花][献花][献花],"https://guba.eastmoney.com/news,600137,887488330.html",2019-11-20 13:36:16,10分钟1手
这股1000万能拉个涨停板,"https://guba.eastmoney.com/news,600137,887481930.html",2019-11-20 13:22:03,这股1000万能拉个涨停板
几千万的盘子还这么不活跃T都不能做真垃圾,"https://guba.eastmoney.com/news,600137,887463965.html",2019-11-20 11:37:03,几千万的盘子 还这么不活跃 T都不能做 真垃圾
呼叫万手哥,"https://guba.eastmoney.com/news,600137,887295019.html",2019-11-19 14:47:08,呼叫万手哥
三季度进来这么多牛人必有大行情,"https://guba.eastmoney.com/news,600137,887268332.html",2019-11-19 13:50:49,三季度进来这么多牛人必有大行情
4亿不到流通盘，牛散组团进驻,"https://guba.eastmoney.com/news,600137,887267702.html",2019-11-19 13:49:28,4亿不到流通盘，牛散组团进驻
狗庄开始小单出货了[卖出][卖出][卖出][看空][看空][看空][空仓][空仓,"https://guba.eastmoney.com/news,600137,887261918.html",2019-11-19 13:37:07,狗庄开始小单出货了
熊猫金控出来那帮家伙跑这开茶话会呐,"https://guba.eastmoney.com/news,600137,886965555.html",2019-11-18 09:53:20,熊猫金控出来那帮家伙跑这开茶话会呐
巨浪巨浪,"https://guba.eastmoney.com/news,600137,886508899.html",2019-11-14 15:13:03,为何不继续增持，联合三四股东搞掉三翁，重组浪莎。
连双袜子都做不好的公司，能有什么前途,"https://guba.eastmoney.com/news,600137,887110206.html",2019-11-18 18:15:06,连双袜子都做不好的公司，能有什么前途
