发布时间,标题中性分数,标题积极分数,标题消极分数,评论中性分数,评论积极分数,评论消极分数
2017-03-17,0.0,0.9997736811637878,0.0,0.0,0.9997736811637878,0.0
2017-04-25,0.9998612880706788,0.0,0.0,0.9998842597007751,0.0,0.0
2017-04-26,0.49995505809783936,0.0,0.4997839629650116,0.49995505809783936,0.0,0.4997839629650116
2017-05-04,0.9999133348464966,0.0,0.0,0.9457131624221802,0.0,0.0
2017-05-09,0.9999006390571594,0.0,0.0,0.9999006390571594,0.0,0.0
2017-05-17,0.9982603192329407,0.0,0.0,0.9953528642654419,0.0,0.0
2017-05-23,0.6666021148363749,0.1665685772895813,0.16645577549934387,0.8142320315043131,0.0,0.16645577549934387
2017-05-24,0.8748925253748894,0.0,0.11809679120779037,0.8748945966362953,0.0,0.11809679120779037
2017-05-25,0.5324711759885152,0.2190441370010376,0.19965906937917074,0.5999397118886312,0.15243388017018636,0.19965906937917074
2017-05-26,0.7772034684816996,0.1999086062113444,0.0,0.8664667844772339,0.13297210931777953,0.0
2017-05-27,0.9999045133590698,0.0,0.0,0.9999082088470459,0.0,0.0
2017-05-28,0.6659290393193563,0.3332018256187439,0.0,0.3332007924715678,0.3327423532803853,0.3331105907758077
2017-05-29,0.9998651742935181,0.0,0.0,0.9998651742935181,0.0,0.0
2017-05-30,0.9997687339782715,0.0,0.0,0.9995058178901672,0.0,0.0
2017-05-31,0.7365283150421945,0.10523375398234318,0.15778222523237528,0.6839039639422768,0.10519464706119738,0.20996564626693726
2017-06-01,0.7114607239591664,0.0,0.2755330698243503,0.7458720803260803,0.0,0.24084801714995813
2017-06-02,0.7140724261601766,0.0,0.25728142261505127,0.8092801769574484,0.04760335172925677,0.1426604219845363
2017-06-03,0.7966950535774231,0.0,0.0,0.8928123116493225,0.0,0.0
2017-06-04,0.9999005794525146,0.0,0.0,0.9999071359634399,0.0,0.0
2017-06-05,0.8234258434351753,0.04261780837002922,0.11755255390616025,0.9995945166139042,0.0,0.0
