发布时间,标题中性分数,标题积极分数,标题消极分数,评论中性分数,评论积极分数,评论消极分数
2018-11-14,0.9998669624328613,0.0,0.0,0.9986925721168518,0.0,0.0
2018-11-18,0.9996525198221207,0.0,0.0,0.9996525198221207,0.0,0.0
2018-11-20,0.7498990595340729,0.0,0.24983662366867065,0.7499107047915459,0.1965395212173462,0.0
2018-11-21,0.8460767452533429,0.0,0.15377421103990996,0.922707777756911,0.0,0.07687427905889657
2018-11-22,0.6666032870610555,0.2792806029319763,0.0,0.9998420675595602,0.0,0.0
2018-11-23,0.7755150397618612,0.21430903673171997,0.0,0.8865912490420871,0.11107826895183986,0.0
2018-11-24,0.959795618057251,0.0,0.0,0.9998964071273804,0.0,0.0
2018-11-25,0.9988135099411011,0.0,0.0,0.9988081852595011,0.0,0.0
2018-11-26,0.8264957522523815,0.0679919144202923,0.1033995768119549,0.7240514467502462,0.13783410294302578,0.1378682440724866
2018-11-27,0.49994804461797077,0.3069438636302948,0.16640174388885498,0.6665896673997244,0.1587710976600647,0.16640174388885498
2018-11-28,0.993168568611145,0.0,0.0,0.7957347273826599,0.19606294631958007,0.0
2018-11-29,0.8323788444201151,0.0,0.08423413832982381,0.6665994127591451,0.0,0.33317192395528156
2018-11-30,0.7141984701156616,0.14270998750414168,0.14280090161732265,0.8570013301713126,0.0,0.14280090161732265
2018-12-01,0.9999089241027832,0.0,0.0,0.9999089241027832,0.0,0.0
2018-12-02,0.9999120235443115,0.0,0.0,0.9999127388000488,0.0,0.0
2018-12-03,0.6840935820027402,0.10523308891999095,0.2104337403648778,0.7367740932263827,0.0,0.25437714865333155
2018-12-04,0.9998077750205994,0.0,0.0,0.5579438294683184,0.2856390391077314,0.1427171230316162
2018-12-05,0.999907374382019,0.0,0.0,0.9999037384986877,0.0,0.0
2018-12-06,0.9998984336853027,0.0,0.0,0.9999116063117981,0.0,0.0
