发布时间,标题中性分数,标题积极分数,标题消极分数,评论中性分数,评论积极分数,评论消极分数
2020-01-10,0.9999053478240967,0.0,0.0,0.9999053478240967,0.0,0.0
2020-01-13,0.9999140501022339,0.0,0.0,0.9995203018188477,0.0,0.0
2020-01-14,0.8190567592779795,0.08331288397312164,0.08328941961129506,0.6666007538636526,0.24990052978197733,0.08329905569553375
2020-01-15,0.705794986556558,0.20593276093987858,0.058699169579674214,0.6912001721999225,0.12851170581929824,0.11750008428798002
2020-01-16,0.829002438053008,0.032222667048054356,0.12414892450455696,0.8148622012907459,0.032196765945803736,0.12378833178550966
2020-01-17,0.6451737648910947,0.11101852191819085,0.20343665613068473,0.6376842790179782,0.11101852191819085,0.20539399319224888
2020-01-18,0.9990110596021017,0.0,0.0,0.93854687611262,0.0,0.0
2020-01-20,0.8787566315044056,0.0,0.09084576910192316,0.878755428574302,0.0,0.09084576910192316
2020-01-21,0.7877446726748818,0.0,0.1986085803885209,0.7332789427355716,0.05261929097928499,0.1983210789529901
2020-01-22,0.7953574359416962,0.07859716415405274,0.09914759397506714,0.799898886680603,0.0,0.18636879324913025
2020-01-23,0.6362906802784313,0.2726267359473489,0.04782966592095115,0.7271857478401877,0.18175762349909003,0.04782966592095115
2020-01-24,0.9998986721038818,0.0,0.0,0.9997401833534241,0.0,0.0
2020-01-28,0.9999099969863892,0.0,0.0,0.9999099969863892,0.0,0.0
2020-01-30,0.9998393058776855,0.0,0.0,0.9999011754989624,0.0,0.0
2020-01-31,0.49994903802871704,0.0,0.48048126697540283,0.49994903802871704,0.0,0.4912606179714203
2020-02-02,0.7499240338802338,0.0,0.24928094446659088,0.7499240338802338,0.0,0.24928094446659088
2020-02-03,0.6665402319696214,0.11107065942552355,0.2215878831015693,0.7776970598432753,0.0,0.2125270896487766
