发布时间,标题中性分数,标题积极分数,标题消极分数,评论中性分数,评论积极分数,评论消极分数
2016-03-05,0.0,0.9410260319709778,0.0,0.0,0.9410260319709778,0.0
2016-07-07,0.0,0.9996762275695801,0.0,0.9999010562896729,0.0,0.0
2016-07-20,0.9999055862426758,0.0,0.0,0.9999070167541504,0.0,0.0
2016-07-22,0.8515863737394643,0.06953054943750071,0.0696504226950712,0.8327089478803236,0.046456167864245036,0.11600661693617355
2016-07-23,0.705571323633194,0.0,0.24990002810955048,0.7498884946107864,0.0,0.24990002810955048
2016-07-24,0.8331618209679922,0.0,0.16657044490178427,0.6665965914726257,0.16535253326098123,0.16657044490178427
2016-07-25,0.9543552940542047,0.04542322050441395,0.0,0.9544212899424813,0.0,0.04484874551946467
2016-07-26,0.9027339274233038,0.09088902581821788,0.0,0.9079656113277782,0.055186672644181686,0.0
2016-07-27,0.8883826688483909,0.0,0.10925384804054543,0.7406280703014798,0.03516389926274618,0.21071560073781898
2016-07-28,0.6665908892949423,0.24979512890179953,0.08329463998476665,0.8331898202498754,0.08330742518107097,0.08329463998476665
2016-07-29,0.8186892171700796,0.16652478774388632,0.0,0.8187440037727356,0.1536858230829239,0.0
2016-07-30,0.7141049248831612,0.0,0.28559763942446026,0.854579508304596,0.0,0.14280290263039724
2016-07-31,0.0,0.0,0.9989458918571472,0.0,0.0,0.9989458918571472
2016-08-01,0.49994540214538574,0.28659650683403015,0.0,0.49994540214538574,0.28659650683403015,0.0
