标题,链接,发布时间,内容
等公告,"https://guba.eastmoney.com/news,300376,838060332.html",2019-06-03 20:05:13,帖子发不出了，怀疑有公告
董秘，你好！请告知下最新一期的股东户数，谢谢,"https://guba.eastmoney.com/news,300376,838353267.html",2019-06-04 17:24:00,"董秘，你好！请告知下最新一期的股东户数，谢谢 
ST易事特
易事特：您好！感谢您的关注！截至2019年5月31日，公司股东人数为4万8千余人，谢谢！
(来自深交所互动易)答复时间 2019-06-04 17:24:00"
易事特06月03日资金揭秘,"https://guba.eastmoney.com/news,300376,838013061.html",2019-06-03 16:30:00,"今日易事特主力净流入额达789.00万元，净占比21.33%，
其中超大单净流入额683.29万元,净占比12.61%，
大单净流入额105.71万元，净占比1.95%。







































易事特资金流向数据

类型	流入(万元)	流出(万元)
超大	683.29	0.00
大单	1244.20	-1138.49
中单	1710.29	-2301.15
小单	1782.58	-1980.72




资金解读





易事特收盘涨幅2.42%，今日成交密集时间集中于 

11:05-13:04

，区间涨幅0.02%，
区间成交均价 5.11，
区间成交量占当日成交量的48.35%，
区间主动买入量占区间成交量的73.61%。





其中，区间成交最活跃的价格分别为5.15、5.17、5.16，区间成交密集的手数区间分布于200-300、300-500、150-200手，中单介入居多。








成交活跃区间统计


11:05-13:04 区间成交均价 5.11













































成交价格	主买累计成交量	主卖累计成交量	主买占比	主卖占比
5.15	259300	42200	7.40%	1.20%
5.17	152700	57600	4.36%	1.64%
5.16	163500	38500	4.67%	1.10%
5.19	76500	0	2.18%	0.00%
5.18	65400	0	1.87%	0.00%












































成交手数分布	主买累计成交量	主卖累计成交量	主买估算笔数	主卖估算笔数
200-300	267200	65700	891 	219 
300-500	288200	0	576 	0 
150-200	173800	34100	869 	171 
500-700	150000	50000	214 	71 
700-1000	80000	0	80 	0 




左右拖动表格，可查看剩余表格内容


行业个股资金流


















































输配电气成分股主力净流入排行
序号	代码	名称	涨幅	主力净流入
1	300427	红相股份 	10.03%	6201.74万
2	300207	欣旺达 	1.97%	1522.52万
3	300376	易事特 	2.42%	789.00万
4	300001	特锐德 	1.12%	579.17万
5	300265	通光线缆 	5.16%	481.11万


数据来源:东方财富






展开阅读全文"
1.主力判断大盘升势再起，不惧老何减持，开始启动行情。 2.主力就是老何安排的，,"https://guba.eastmoney.com/news,300376,838001735.html",2019-06-03 15:35:39,"1.主力判断大盘升势再起，不惧老何减持，开始启动行情。
2.主力就是老何安排的，先打压套住散户不让散户出货，现在拉起一定空间，为减持做空间。
3.你们补充。"
你为什么这么做，又要套人了。,"https://guba.eastmoney.com/news,300376,837977291.html",2019-06-03 14:35:29,你为什么这么做，又要套人了。
易事特看着没意思，大家去002725看看吧，,"https://guba.eastmoney.com/news,300376,837950845.html",2019-06-03 13:45:42,绝逼刺激，比吃鸡有意思
跌的太久了，涨一点，大家都怀疑自己看错了,"https://guba.eastmoney.com/news,300376,837948081.html",2019-06-03 13:39:59,套人不套人时间会证明
垃圾分类,"https://guba.eastmoney.com/news,300376,837933276.html",2019-06-03 13:05:59,垃圾分类
今天防止它涨停板出货，虫咬板，开闭的出货。,"https://guba.eastmoney.com/news,300376,837929776.html",2019-06-03 12:46:20,今天防止它涨停板出货，虫咬板，开闭的出货。
早泄了,"https://guba.eastmoney.com/news,300376,837924367.html",2019-06-03 12:11:19,早泄了
