标题,链接,发布时间,内容
海川智能盘中最高21.69元，股价创近一年新高,"https://guba.eastmoney.com/news,300720,971073300.html",2020-10-15 15:47:43,"10月15日，海川智能盘中最高价21.69元，股价创近一年新高。截至收盘，海川智能最新价为20.07元，上涨10.09%，全日成交金额为8181.47万元，换手率10.06%。根据最新收盘价进行计算，海川智能总市值为21.68亿元。
Choice数据显示，海川智能近一年的前次股价高点出现在2020年9月8日，当日最高价为21.5元(前复权)，后市未能突破前次高点，股价最低于2020年9月29日下探16.8元(前复权)。以最低点为区间起点计算，2020年9月29日至2020年10月15日，海川智能区间上涨15.81%。
横向与市场指数和所属行业进行比较，2020年9月29日至2020年10月15日区间内，创业板指同期上涨6.81%，申万二级行业仪器仪表同期上涨3.16%。个股表现跑赢创业板指，强于所属申万行业指数。
市场汇总
从全市场来看，10月15日沪深两市共有玲珑轮胎、柏楚电子、日月股份等80只股票价格创近一年新高。其中玲珑轮胎股价已连续七日创下近一年盘中最高价。
免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。


展开阅读全文"
"感谢庄21,43走了就知道你没有魄力封板，过段时间在接","https://guba.eastmoney.com/news,300720,971070841.html",2020-10-15 15:40:03,"感谢庄21,43 走了 就知道你没有魄力封板，过段时间在接"
海川智能：主力资金净流入459.09万创近一年新高（10-15）,"https://guba.eastmoney.com/news,300720,971069940.html",2020-10-15 15:38:02,"海川智能2020年10月15日收报20.07元，涨跌幅10.09%，换手率10.06%。当日该股主力资金流入1316.26万元，流出857.17万元，主力净流入459.09万元。当日散户资金流入6749.98万元，流出7209.07万元，散户净流出459.09万元。资金流向分布情况如下图：


海川智能近五日主力资金、超大单资金流向情况如下表：
数据来源：东方财富Choice数据
海川智能今日主力资金流向两市排名424/4045，近五日内该股主力资金总体呈流入状态，五日共净流入409.05万元。
数据来源：东方财富Choice数据
【注】CHOICE资金流向指标定义：
超大单：大于等于50万股或者100万元的成交单
大单：大于等于10万股或者20万元且小于50万股和100万元的成交单
中单：大于等于2万股或者4万元且小于10万股和20万元的成交单
小单：小于2万股和4万元的成交单
主力流入：超大单加大单买入成交额之和
散户净流入：中单加小单买入成交额之和
净占比=(流入-流出)/总成交额
免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。


展开阅读全文"
全卖了，感谢主力，潜伏半个月赚了21万,"https://guba.eastmoney.com/news,300720,971067072.html",2020-10-15 15:30:39,全卖了，感谢主力，潜伏半个月赚了21万
老虎不发威当我是helloKT啊,"https://guba.eastmoney.com/news,300720,971041358.html",2020-10-15 14:35:03,老虎不发威当我是hello KT啊
才九个的换手,"https://guba.eastmoney.com/news,300720,971051018.html",2020-10-15 14:51:21,有游资试盘，明天低开杀一波，再看换手，换手不超过今天的话，就快了
大家都跳水了，你还装什么B，想害人吗？,"https://guba.eastmoney.com/news,300720,971050545.html",2020-10-15 14:49:53,大家都跳水了，你还装什么B，想害人吗？
我来了兄弟们！天把火烧起来[憨笑],"https://guba.eastmoney.com/news,300720,971044595.html",2020-10-15 14:40:29,我来了兄弟们！天把火烧起来
力星都,"https://guba.eastmoney.com/news,300720,971040502.html",2020-10-15 14:33:21,力星都
这个也冲了，不涨停板大家就卖他,"https://guba.eastmoney.com/news,300720,971038022.html",2020-10-15 14:29:30,这个也冲了，不涨停板大家就卖他
三丰智能,"https://guba.eastmoney.com/news,300720,971039517.html",2020-10-15 14:31:27,三丰智能
什么情况,"https://guba.eastmoney.com/news,300720,971040017.html",2020-10-15 14:32:24,什么情况
[兴奋]牛,"https://guba.eastmoney.com/news,300720,971038193.html",2020-10-15 14:29:47,牛
海川智能被几个广场大妈坐庄虐得体无完肤！,"https://guba.eastmoney.com/news,300720,970839633.html",2020-10-14 22:51:29,海川智能被几个广场大妈坐庄虐得体无完肤！
海川智能:关于使用闲置自有资金进行国债逆回购进展的公告,"https://guba.eastmoney.com/news,300720,970804329.html",2020-10-14 19:16:14,"公告日期：2020-10-15

证券代码：300720 证券简称：海川智能 公告编号：2020-067号

广东海川智能机器股份有限公司

关于使用闲置自有资金进行国债逆回购进展的公告

本公司及董事会全体人员保证信息披露的内容真实、准确和完整，没有虚假记载、误导性陈述或重大遗漏。

广东海川智能机器股份有限公司（以下简称“公司”）于2020年4月23日召

开的第三届董事会第九次会议、第三届监事会第九次会议及2020年5月19日召开

的2019年年度股东大会审议通过了《关于增加自有资金进行现金管理额度的议

案 》 ，同 意公 司使 用 自有 资金 进行 现金 管 理的 额度 不超 过人 民 币 25,000 万元 。

在上述额度内，资金可以滚动使用，授权期限为自公司股东大会审议通过本议

案之日起至下一年度股东大会召开日。具体内容详见公司于2020年4月24日及

2020年5月20日在巨潮资讯网上刊登的《第三届董事会第九次会议决议公告》

（公告编号：2020-014号）、《第三届监事会第九次会议决议公告》（公告编

号 ： 2020-015 号） 、《 关于 增加 自有 资金 进行 现 金管 理额 度的 公告 》（ 公告 编

号 ： 2020-025 号） 及 《 2019 年 年 度股 东 大 会决 议 公告 》 （ 公告 编 号 ： 2020-034

号）。

一、购买国债逆回购的基本情况

公司使用闲置自有资金购买上海证券交易所、深圳证券交易所的国债逆回

购产品，截至本公告日，公司购买的国债逆回购资金本金和收益已全部收回，

具体情况如下：

回购品种 购买金额合计 年化收益率（未扣除交 取得收益合
(万元) 易费用）（%） 计（万元）

28 天国债逆回购 4,990 2.75% 12.41

同时，在以上决议授权范围内，公司根据经营情况使用闲置自有资金继续

进行国债逆回购投资，现就具体事宜公告如下：

序号 购买品种 金额（万元） 认购日 到期日 年化收益率

1 91天国债逆回购 5,010 2020年10月9日 2021年1月7日 2.71%

2 91天国债逆回购 1,990 2020年10月13日 2021年1月11日 2.81%

二、投资收益与风险及风险控制措施

1、国债逆回购投资收益

由于国债逆回购利率远高于同期银行活期存款利率， 国债逆回购投资具有
明显的收益性。

2、国债逆回购投资风险

市场风险：金融市场受宏观经济环境的影响较大，当国内外经济形势发生 变化时，相应的汇率和利率等市场价格出现波动，可能会对公司开展国债逆回 购投资业务产生一定影响；利率风险：国债逆回购投资业务在初始成交之时利 率即已锁定，收益大小也已确定，因此在逆回购到期日之间市场利率波动对已 发生的交易没有影响；履约风险：公司拟开展的国债逆回购投资业务，系采用 标准券方式的质押式回购交易，不存在履约风险。

3、风险控制措施

（1）公司严格按照《深圳证券交易所创业板股票上市规则》、《公司章 程》等法规制度的要求进行投资。

（2）公司将结合生产经营、资金使用计划等情况，在授权额度内合理开展 国债逆回购投资，并保证投资资金均为公司闲置自有资金。

（3）独立董事、监事会有权对资金使用情况进行监督与检查，必要时可以 聘请专业机构进行审计。

（4）公司董事会负责根据中国证监会及深圳证券交易所的有关规定，及时 履行信息披露义务。

三、对公司日常经营的影响

1、在保障公司正常生产经营资金需求的情况下，利用闲置自有资金进行国 债逆回购投资活动，进一步提高公司自有闲置资金的使用效率，提高资产回报 率， 增加公司收益，优化资产结构，为公司股东谋取更多的投资回报。

2、目前在深圳、上海证券交易所挂牌交易的国债逆回购产品具有安全性 高、周期短而灵活、收益相对较高等优点，公司结合自身实际情况在适当的时 机参与投资，既可实现较高的收益，也能确保公司日常生产经营活动所需资金 不受影响。


四、截止公告日，公司累计使用部分闲自有资金进行国债逆回购的情况……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
海川智能：主力资金净流入114.97万，净占比4.30%（10-14）,"https://guba.eastmoney.com/news,300720,970770919.html",2020-10-14 15:56:06,"海川智能2020年10月14日收报18.23元，涨跌幅0.22%，换手率3.53%。当日该股主力资金流入388.76万元，流出273.8万元，主力净流入114.97万元。当日散户资金流入2269.66万元，流出2384.63万元，散户净流出114.97万元。资金流向分布情况如下图：


海川智能近五日主力资金、超大单资金流向情况如下表：
数据来源：东方财富Choice数据
海川智能今日主力资金流向两市排名808/4043，近五日内该股主力资金总体无进出，五日共净流出2.6万元。
数据来源：东方财富Choice数据
【注】CHOICE资金流向指标定义：
超大单：大于等于50万股或者100万元的成交单
大单：大于等于10万股或者20万元且小于50万股和100万元的成交单
中单：大于等于2万股或者4万元且小于10万股和20万元的成交单
小单：小于2万股和4万元的成交单
主力流入：超大单加大单买入成交额之和
散户净流入：中单加小单买入成交额之和
净占比=(流入-流出)/总成交额
免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。


展开阅读全文"
草，几分钱玩一天,"https://guba.eastmoney.com/news,300720,970701038.html",2020-10-14 13:23:10,草，几分钱玩一天
海川智能加油！,"https://guba.eastmoney.com/news,300720,969147857.html",2020-10-01 16:23:01,海川智能加油！
海纳百川，广东出牛股,"https://guba.eastmoney.com/news,300720,970341151.html",2020-10-13 10:25:33,海纳百川，广东出牛股
大户一.两个在里面久久震，掀不了风生水起，吸引不了资金关注，成不了大气候。其实海,"https://guba.eastmoney.com/news,300720,970465003.html",2020-10-13 15:45:41,大户一.两个在里面久久震，掀不了风生水起，吸引不了资金关注，成不了大气候。其实海川智能盘子属袖珍型，有业绩，相对其它股比价，眼前的价位并不高，如有强庄，应有一波轰烈大行情的。可惜的是、只剩下几个大户在里面玩躲猫猫。
海川智能：主力资金净流入39.38万，净占比2.06%（10-13）,"https://guba.eastmoney.com/news,300720,970464484.html",2020-10-13 15:43:36,"海川智能2020年10月13日收报18.19元，涨跌幅0.50%，换手率2.53%。当日该股主力资金流入166.29万元，流出126.91万元，主力净流入39.38万元。当日散户资金流入1723.17万元，流出1762.55万元，散户净流出39.38万元。资金流向分布情况如下图：


海川智能近五日主力资金、超大单资金流向情况如下表：
数据来源：东方财富Choice数据
海川智能今日主力资金流向两市排名1184/4043，近五日内该股主力资金总体呈流出状态，五日共净流出139.02万元。
数据来源：东方财富Choice数据
【注】CHOICE资金流向指标定义：
超大单：大于等于50万股或者100万元的成交单
大单：大于等于10万股或者20万元且小于50万股和100万元的成交单
中单：大于等于2万股或者4万元且小于10万股和20万元的成交单
小单：小于2万股和4万元的成交单
主力流入：超大单加大单买入成交额之和
散户净流入：中单加小单买入成交额之和
净占比=(流入-流出)/总成交额
免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。


展开阅读全文"
有种别涨，回头再搞你[兴奋],"https://guba.eastmoney.com/news,300720,970400617.html",2020-10-13 13:24:07,有种别涨，回头再搞你
不和你玩了，昨天出来进了英可瑞了，两天收获23点，正好补了你的亏空，死股[怒],"https://guba.eastmoney.com/news,300720,970252422.html",2020-10-12 22:48:56,不和你玩了，昨天出来进了英可瑞了，两天收获23点，正好补了你的亏空，死股
海川智能：主力资金净流出40.02万，净占比-1.68%（10-12）,"https://guba.eastmoney.com/news,300720,970181022.html",2020-10-12 15:50:06,"海川智能2020年10月12日收报18.1元，涨跌幅3.31%，换手率3.17%。当日该股主力资金流入171.7万元，流出211.72万元，主力净流出40.02万元。当日散户资金流入2169.99万元，流出2129.97万元，散户净流入40.02万元。资金流向分布情况如下图：


海川智能近五日主力资金、超大单资金流向情况如下表：
数据来源：东方财富Choice数据
海川智能今日主力资金流向两市排名2635/4042，近五日内该股主力资金总体呈流出状态，五日共净流出227.43万元。
数据来源：东方财富Choice数据
【注】CHOICE资金流向指标定义：
超大单：大于等于50万股或者100万元的成交单
大单：大于等于10万股或者20万元且小于50万股和100万元的成交单
中单：大于等于2万股或者4万元且小于10万股和20万元的成交单
小单：小于2万股和4万元的成交单
主力流入：超大单加大单买入成交额之和
散户净流入：中单加小单买入成交额之和
净占比=(流入-流出)/总成交额
免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。


展开阅读全文"
海川智能：主力资金净流出164.37万，净占比-9.65%（10-09）,"https://guba.eastmoney.com/news,300720,969771216.html",2020-10-09 15:54:01,"海川智能2020年10月9日收报17.52元，涨跌幅2.70%，换手率2.32%。当日该股主力资金流入107.21万元，流出271.58万元，主力净流出164.37万元。当日散户资金流入1585.84万元，流出1421.47万元，散户净流入164.37万元。资金流向分布情况如下图：


海川智能近五日主力资金、超大单资金流向情况如下表：
数据来源：东方财富Choice数据
海川智能今日主力资金流向两市排名3099/4041，近五日内该股主力资金总体呈流出状态，五日共净流出241.62万元。
数据来源：东方财富Choice数据
【注】CHOICE资金流向指标定义：
超大单：大于等于50万股或者100万元的成交单
大单：大于等于10万股或者20万元且小于50万股和100万元的成交单
中单：大于等于2万股或者4万元且小于10万股和20万元的成交单
小单：小于2万股和4万元的成交单
主力流入：超大单加大单买入成交额之和
散户净流入：中单加小单买入成交额之和
净占比=(流入-流出)/总成交额
免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。


展开阅读全文"
调整差不多了吧,"https://guba.eastmoney.com/news,300720,968341260.html",2020-09-28 13:17:48,调整差不多了吧
1亿袖珍总股本，暴跌必有暴涨，月线调整KDJ向下已基本撘到位，再向下空间有限，节,"https://guba.eastmoney.com/news,300720,969073281.html",2020-09-30 19:43:28,1亿袖珍总股本，暴跌必有暴涨，月线调整KDJ向下已基本撘到位， 再向下空间有限，节后破17元坚决介入，决不迟凝。
海川智能：主力资金净流入47.45万，净占比6.09%（09-30）,"https://guba.eastmoney.com/news,300720,969044569.html",2020-09-30 15:48:22,"海川智能2020年9月30日收报17.06元，涨跌幅-1.56%，换手率1.09%。当日该股主力资金流入76.89万元，流出29.45万元，主力净流入47.45万元。当日散户资金流入694.42万元，流出741.87万元，散户净流出47.45万元。资金流向分布情况如下图：


海川智能近五日主力资金、超大单资金流向情况如下表：
数据来源：东方财富Choice数据
海川智能今日主力资金流向两市排名986/4041，近五日内该股主力资金总体呈流出状态，五日共净流出169.39万元。
数据来源：东方财富Choice数据
【注】CHOICE资金流向指标定义：
超大单：大于等于50万股或者100万元的成交单
大单：大于等于10万股或者20万元且小于50万股和100万元的成交单
中单：大于等于2万股或者4万元且小于10万股和20万元的成交单
小单：小于2万股和4万元的成交单
主力流入：超大单加大单买入成交额之和
散户净流入：中单加小单买入成交额之和
净占比=(流入-流出)/总成交额
免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。


展开阅读全文"
海川智能：主力资金连续9天净流出累计490.33万元（09-29）,"https://guba.eastmoney.com/news,300720,968742849.html",2020-09-29 15:52:55,"海川智能2020年9月29日收报17.33元，涨跌幅2.24%，换手率1.53%。当日该股主力资金流入0元，流出21.46万元，主力净流出21.46万元。当日散户资金流入1093.9万元，流出1072.44万元，散户净流入21.46万元。资金流向分布情况如下图：


海川智能近五日主力资金、超大单资金流向情况如下表：
数据来源：东方财富Choice数据
海川智能今日主力资金流向两市排名1962/4038，近五日内该股主力资金总体呈流出状态，五日共净流出239.85万元。
数据来源：东方财富Choice数据
【注】CHOICE资金流向指标定义：
超大单：大于等于50万股或者100万元的成交单
大单：大于等于10万股或者20万元且小于50万股和100万元的成交单
中单：大于等于2万股或者4万元且小于10万股和20万元的成交单
小单：小于2万股和4万元的成交单
主力流入：超大单加大单买入成交额之和
散户净流入：中单加小单买入成交额之和
净占比=(流入-流出)/总成交额
免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。


展开阅读全文"
峰值已过？可以考虑石墨烯安全套领域,"https://guba.eastmoney.com/news,300720,968619059.html",2020-09-29 10:49:28,峰值已过？可以考虑石墨烯安全套领域
不跟涨，跟跌[好困惑],"https://guba.eastmoney.com/news,300720,967396855.html",2020-09-24 10:29:56,不跟涨，跟跌
海川智能：主力资金连续8天净流出累计468.87万元（09-28）,"https://guba.eastmoney.com/news,300720,968421040.html",2020-09-28 15:37:28,"海川智能2020年9月28日收报16.95元，涨跌幅-4.13%，换手率1.82%。当日该股主力资金流入21.52万元，流出70.55万元，主力净流出49.03万元。当日散户资金流入1269.27万元，流出1220.24万元，散户净流入49.03万元。资金流向分布情况如下图：


海川智能近五日主力资金、超大单资金流向情况如下表：
数据来源：东方财富Choice数据
海川智能今日主力资金流向两市排名1394/4036，近五日内该股主力资金总体呈流出状态，五日共净流出224.09万元。
数据来源：东方财富Choice数据
【注】CHOICE资金流向指标定义：
超大单：大于等于50万股或者100万元的成交单
大单：大于等于10万股或者20万元且小于50万股和100万元的成交单
中单：大于等于2万股或者4万元且小于10万股和20万元的成交单
小单：小于2万股和4万元的成交单
主力流入：超大单加大单买入成交额之和
散户净流入：中单加小单买入成交额之和
净占比=(流入-流出)/总成交额
免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。


展开阅读全文"
看月线，60O720反弹还是要减仓！,"https://guba.eastmoney.com/news,300720,968171166.html",2020-09-27 22:34:58,看月线，60O720反弹还是要减仓！
海川智能：主力资金连续7天净流出累计419.84万元（09-25）,"https://guba.eastmoney.com/news,300720,967924120.html",2020-09-25 15:48:23,"海川智能2020年9月25日收报17.68元，涨跌幅-1.56%，换手率1.70%。当日该股主力资金流入1.44万元，流出55.64万元，主力净流出54.21万元。当日散户资金流入1237.46万元，流出1183.26万元，散户净流入54.21万元。资金流向分布情况如下图：


海川智能近五日主力资金、超大单资金流向情况如下表：
数据来源：东方财富Choice数据
海川智能今日主力资金流向两市排名1461/4029，近五日内该股主力资金总体呈流出状态，五日共净流出320.79万元。
数据来源：东方财富Choice数据
【注】CHOICE资金流向指标定义：
超大单：大于等于50万股或者100万元的成交单
大单：大于等于10万股或者20万元且小于50万股和100万元的成交单
中单：大于等于2万股或者4万元且小于10万股和20万元的成交单
小单：小于2万股和4万元的成交单
主力流入：超大单加大单买入成交额之和
散户净流入：中单加小单买入成交额之和
净占比=(流入-流出)/总成交额
免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。


展开阅读全文"
