标题,链接,发布时间,内容
快点跌停,"https://guba.eastmoney.com/news,600137,231443804.html",2015-12-14 11:03:28,快点跌停
为这只股票的6个机构点赞，能拿到50.2%的筹码，他们有了话语权，巨变就在不久的,"https://guba.eastmoney.com/news,600137,230658131.html",2015-12-10 22:27:20,为这只股票的6个机构点赞，能拿到50.2%的筹码，他们有了话语权，巨变就在不久的将来，散户朋友们珍惜自己的筹码，股票将来变成奇虎360也不是没有可能的
今天的走势，应该和昨天一样,"https://guba.eastmoney.com/news,600137,230793578.html",2015-12-11 10:49:26,今天的走势，应该和昨天一样
停牌重组，或许不远了。,"https://guba.eastmoney.com/news,600137,230428226.html",2015-12-10 11:25:55,停牌重组，或许不远了。
才100万，1000万才有看头。感觉没诚意,"https://guba.eastmoney.com/news,600137,230548614.html",2015-12-10 15:08:47,高层少去玩几万，又多二、三百万做投资了，感觉没诚意
以前看帖人数一天不超500，现在一个小时就超2000，看来还是走对了,"https://guba.eastmoney.com/news,600137,230394014.html",2015-12-10 10:40:47,以前看帖人数一天不超500，现在一个小时就超2000，看来还是走对了
借利好出货。,"https://guba.eastmoney.com/news,600137,230392399.html",2015-12-10 10:38:48,
不知道东方汇富和汇添富有没有关系，如果有关系的话，好戏即将上演,"https://guba.eastmoney.com/news,600137,230318522.html",2015-12-10 08:09:07,不知道东方汇富和汇添富有没有关系，如果有关系的话，好戏即将上演
大托单出货了,"https://guba.eastmoney.com/news,600137,228190172.html",2015-12-03 14:20:23,大托单出货了
亏好没追，拉高出货了,"https://guba.eastmoney.com/news,600137,229946736.html",2015-12-09 09:52:46,亏好没追，拉高出货了
关于对四川浪莎控股股份有限公司及相关责任人予以监管关注的决定,"https://guba.eastmoney.com/news,600137,1036692874.html",2015-12-10 00:00:00,"公告日期：2015-12-10
关于对四川浪莎控股股份有限公司及相关责任人予以监管关注的决定



   2015-08-03 





　　上证公监函〔2015〕0046号



当事人：





　　四川浪莎控股股份有限公司，A股证券简称：浪莎股份，A股证券代码：600137；



　　翁荣金，时任四川浪莎控股股份有限公司董事长；



　　张宜霞，时任四川浪莎控股股份有限公司董事会审计委员会主任委员；



　　翁荣弟，时任四川浪莎控股股份有限公司总经理；



　　马中明，时任四川浪莎控股股份有限公司董事会秘书。





　　经查明，四川浪莎控股股份有限公司（以下简称“公司”或“浪莎股份”）在2015年4月20日披露的2014年年报显示，2014年实现归属于上市公司股东的净利润同比下降76.03%。公司未按《上海证券交易所股票上市规则》（以下简称“《股票上市规则》”）的规定在2015年1月底之前披露业绩预告，并迟至2015年4月10日才发布2014年度业绩快报，对预计年度业绩进行披露。



　　上市公司年度业绩及其变化情况是投资者十分关注的重大信息，公司应予高度重视并及时披露预计业绩大幅变化的情况。浪莎股份2014年度业绩下滑超过50%，但未及时予以披露，该行为违反了《上海证券交易所股票上市规则》（以下简称“《股票上市规则》”）第2.1条、第2.3条、第11.3.1条的规定。



　　有关责任人方面，经查明，公司2013年实现归属于上市公司股东的净利润为817万元，绝对金额较小，而公司财务责任人周宗琴未能勤勉尽责，在测算2014年度业绩时，因会计核算差错导致预计净利润数发生较大偏差，并误以为未触及业绩预告披露标准，对公司的违规行为负有主要责任和直接责任。据此，本所已对财务负责人周宗琴做出予以通报批评的纪律处分决定。



　　此外，经核实，公司董事长翁荣金、董事会审计委员会主任委员张宜霞、总经理翁荣弟、董事会秘书马中明基于各自职责，理应及时了解并持续关注公司年度业绩的变化和信息披露情况，但各人均未能勤勉尽责，因此对公司的业绩预告信息披露不及时也负有一定责任。



　　鉴于上述违规事实和情节，根据《股票上市规则》第17.1条和《上海证券交易所纪律处分和监管措施实施办法》的有关规定，我部做出如下监管措施决定：



　　对四川浪莎控股股份有限公司及其董事长翁荣金、董事会审计委员会主任委员张宜霞、总经理翁荣弟、董事会秘书马中明予以监管关注。



　　公司应当引以为戒，严格遵守法律法规和本所业务规则的规定，规范运作，认真履行信息披露义务；董事、监事、高级管理人员应当履行忠实、勤勉义务，促使公司规范运作和履行信息披露义务，并采取有效措施切实保障公司和股东利益。





　　上海证券交易所上市公司监管一部



　　二〇一五年八月三日





提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
大股东已经失去了控制权，1月10日后估计会套现，对重组标的来说，这个价格不shi,"https://guba.eastmoney.com/news,600137,230249427.html",2015-12-09 21:42:29,大股东已经失去了控制权，1月10日后估计会套现，对重组标的来说，这个价格不shihe
紫光成大股东后的昆明机床与世纪游轮相比 ，后市空间估量,"https://guba.eastmoney.com/news,600137,230206846.html",2015-12-09 19:03:12,"紫光成大股东后的昆明机床上演“蛇吞象”大戏
紫光成大股东后的昆明机床与世纪游轮相比 ，后市空间不可估量，昆明机床通过扩张、跨界转型的方式上演“蛇吞象”即收购、借壳中概股,360大戏。“巨无霸”预案于明年初落地，昆明机床的龙头风范，数千亿市值不是梦， 只是时间的问题，紫光成大股东后的昆明机床无需技术，无需看盘，后市空间不可估量，紫光成大股东后的昆明机床与世纪游轮相比价，即使同价 ， 依然绝对价位极端低估！主力仅靠以上的确定的题材，就可做到200元以上！洗盘好成功，虽然波折起伏，但昆明机床通过扩张、跨界转型的方式上演“蛇吞象”终归尘埃落定，已成定局。毫无争议，再不用费任何口水，即将注入新名称，紫光集团旗下都是好股，央企改革的标杆，12月底召开股东大会,大喜啊。现主力正在吸纳与洗盘，千万不要倒在黎明前，马上就来的主升浪!"
莎莎总有惊喜不断撩拨你的神经。,"https://guba.eastmoney.com/news,600137,229846407.html",2015-12-08 21:41:46,心急吃不了热豆腐。
今天是主力在避嫌，不买！利好出来了，可以肆无忌惮的拉板了！我们小散悲催啊，今天刚,"https://guba.eastmoney.com/news,600137,229762359.html",2015-12-08 16:24:38,今天是主力在避嫌，不买！利好出来了，可以肆无忌惮的拉板了！我们小散悲催啊，今天刚卖完
相对底部只买不卖，机会是跌出来的！,"https://guba.eastmoney.com/news,600137,203082285.html",2015-09-18 10:13:24,相对底部只买不卖，机会是跌出来的！
一般涨差不多了就是利好出货的时候了，娘的,"https://guba.eastmoney.com/news,600137,229997565.html",2015-12-09 10:59:57,一般涨差不多了就是利好出货的时候了，娘的
说好的一字呢？,"https://guba.eastmoney.com/news,600137,229936876.html",2015-12-09 09:38:34,说好的一字呢？
喜欢轮盘赌老婆又开始露底大开洞门爽啊,"https://guba.eastmoney.com/news,600137,148859445.html",2015-02-17 10:13:32,喜欢轮盘赌老婆又开始露底大开洞门爽啊
在八二行情逢对倒打压就抄捣乱唱空庄狗的老底。,"https://guba.eastmoney.com/news,600137,142752027.html",2015-01-20 15:54:14,在八二行情逢对倒打压就抄捣乱唱空庄狗的老底。
涨停没卖 14:55再入半仓 明早抛,"https://guba.eastmoney.com/news,600137,229740902.html",2015-12-08 15:20:09,涨停没卖 14:55再入半仓 明早抛
20.00买入持股待涨,"https://guba.eastmoney.com/news,600137,203722863.html",2015-09-22 14:30:58,提示：本人在股吧发表的所有资料、言论等仅代表个人观点，不对您构成任何投资建议。股友们应基于自己的独立判断，自行决定证券投资并承担相应风险。
浪莎是个好的壳资源,"https://guba.eastmoney.com/news,600137,228440871.html",2015-12-04 10:14:35,卖壳重组是唯一出路
浪莎最高85元重大优质资产整合后股价必破100元,"https://guba.eastmoney.com/news,600137,113070811.html",2014-06-17 20:36:30,"企业做大做强的有效途径就是通过资产重组或并购重组进行企业转型！
怪不得在资本市场追击小盘重组股赚取数倍利润战绩显赫赚成功的超级牛散抱团云集浪莎!

浪莎集团成立于1995年，旗下拥有浪莎针织、蓝枫袜业、宏光针织、立芙纺织、浪莎
浪莎标志:
小额贷款公司、浪莎房地产、安行光伏、蓝也光电等十多家分公司及五个海外贸易公司，浪莎已发展成为集袜子、服饰、家居、金融等多元化产业集团，是行业的第一大品牌厂家，在业界素有独占鳌头的“两个首家”、引以为傲的“四个最”、“十个第一”。“独占鳌头的两个首家”
在全国5000家袜厂中，首家荣获 “中国驰名商标”称号
在全国5000家袜厂中，首家荣获“中国名牌产品”称号
最响品牌:
浪莎公司在中国强势媒体投放的广告费用几千万元，覆盖全国各个地方。配套、健全的营销网络使浪莎的市场占有率达到全国的三分之一，现有2000多家专卖店，10万个销售终端网点，超过5000人的营销队伍，国外客户300余个，产品销售遍布5大洲。公司几大品牌，已经进入千家万户，成为家喻户晓的知名品牌。人们一提起袜子就会想起浪莎，浪莎成了“袜子”的代名词。
最大规模:
浪莎总投资近30亿元，引进国际上最先进的意大利、韩国、日本、台湾等国家和地区全自动电脑操控设备万余台，其中丝袜机6000台、棉袜机4000台、包纱机1000台。公司现有员工一万三千余人，来自全国25个省市，23个名城，在义乌总部拥有一期、二期、三期、四期四个工业园，占地面积达1200亩。为了响应国家向中西部发展的号召，公司分别在四川、安徽两地投资建设子公司，占地400余亩。拥有50个联营加工厂，是目前世界上最大生产企业之一。
最强实力:
浪莎公司拥有强大的管理队伍，研发队伍，凭借先进、科学的管理优势，实现了生产成本的最低化，创造了纺织业界效益最好局面，一直雄居行业实力榜首，独领风骚。
最多品种:
浪莎产品应有尽有，春夏秋冬一百余个大类几千多个品种，是行内品种最多、规格最齐全的企业。浪莎雄厚的开发实力，每天可以推出几十款新品种，及时补充市场新需求，也极大满足了世界各地消费者的不同需求。
“十个第一”
第一个取得中国驰名商标、中国名牌产品、产品质量国家免检；
浪莎(7张)第一个世界最大袜业基地；
第一个提出无形资产概念（品牌化）；
第一个在行业内成立“袜子研究所”和“纺织品研发中心”；
第一个推出以品牌命名的流行色——浪莎红；
第一个建造了袜子、袜机博览馆；
第一个在同行业中成立博士后科研工作站；
第一个在中国组建袜业专卖网络体系；
第一个在同行业中成为省级高新技术企业、省级专利示范企业；
第一个进入中央媒体做广告（聘请形象代言人国际影后徐熙媛(大S)做代言）
总投资近30亿元，引进国际上最先进的意大利、韩国、日本、台湾等国家和地区全自动电脑操控设备万余台，其中丝袜机6000台、棉袜机4000台、包纱机1000台。公司现有员工一万三千余人，来自全国25个省市，23个名城，在义乌总部拥有一期、二期、三期、四期四个工业园，占地面积达1200亩。为了响应国家向中西部发展的号召，公司分别在四川、安徽两地投资建设子公司，占地400余亩。拥有50个联营加工厂，是目前世界上最大生产企业之一。"
到底在等什么？横了也不短时间了。难道要大盘KD再次金叉,"https://guba.eastmoney.com/news,600137,229582232.html",2015-12-08 10:25:11,到底在等什么？横了也不短时间了。难道要大盘KD再次金叉
没跟风盘，要忘,"https://guba.eastmoney.com/news,600137,229555270.html",2015-12-08 09:49:16,没跟风盘，要忘
紫光成大股东后的昆明机床通过扩张、跨界转型上演“蛇吞象”,"https://guba.eastmoney.com/news,600137,229037207.html",2015-12-06 14:24:03,"紫光成大股东后的昆明机床与世纪游轮相比 ，后市空间不可估量，昆明机床通过扩张、跨界转型的方式上演“蛇吞象”即收购、借壳中概股,360大戏。“巨无霸”预案于明年初落地，昆明机床的龙头风范，数千亿市值不是梦， 只是时间的问题，紫光成大股东后的昆明机床无需技术，无需看盘，后市空间不可估量，紫光成大股东后的昆明机床与世纪游轮相比价，即使同价 ， 依然绝对价位极端低估！主力仅靠以上的确定的题材，就可做到200元以上！洗盘好成功，虽然波折起伏，但昆明机床通过扩张、跨界转型的方式上演“蛇吞象”终归尘埃落定，已成定局。毫无争议，再不用费任何口水，即将注入新名称，紫光集团旗下都是好股，央企改革的标杆，12月底召开股东大会,大喜啊。现主力正在吸纳与洗盘，千万不要倒在黎明前，马上就来的主升浪!"
市盈率1930倍，糊弄傻子呢？目标6元，直接20个一字跌停！还股市一个公道吧，泡沫破灭吧,"https://guba.eastmoney.com/news,600137,228127844.html",2015-12-03 12:24:30,上帝努力吧
行业龙头为什么是它。,"https://guba.eastmoney.com/news,600137,228860144.html",2015-12-05 10:48:06,不是奥康不是金鹰。前者应该突破前期压力位。短期波动剧烈。有失平衡的修正。
有机构进的股不会连续大涨,"https://guba.eastmoney.com/news,600137,228457869.html",2015-12-04 10:40:16,前几天进的那么多机构，结果第二天低开低走，今天又是这样
浪莎，不仅是勾引！,"https://guba.eastmoney.com/news,600137,228529727.html",2015-12-04 13:34:42,[不屑]
走吧，沒戲！100手出了！掙了5個點,"https://guba.eastmoney.com/news,600137,228528557.html",2015-12-04 13:32:33,走吧，沒出路！100手出了！掙了5個點
继续,"https://guba.eastmoney.com/news,600137,228451626.html",2015-12-04 10:31:07,涨
哈哈哈！板上走人了,"https://guba.eastmoney.com/news,600137,228192854.html",2015-12-03 14:24:06,哈哈哈！板上走人了
听说有中概念股要借浪莎回归,"https://guba.eastmoney.com/news,600137,228233938.html",2015-12-03 15:26:44,听说有中概念股要借浪莎回归
30号和1号两天的龙虎榜，,"https://guba.eastmoney.com/news,600137,228235222.html",2015-12-03 15:30:18,有三家机构在这两天的买入金额一模一样，加在一起有三个多亿，就算是拉板出货，也不是一天两天能出完的吧。坐等今天的龙虎榜单。如果今天买入有机构，那明天就有戏了。
悲哀，明天，散户可能没有机会买了,"https://guba.eastmoney.com/news,600137,228339705.html",2015-12-03 21:43:03,悲哀，明天，散户可能没有机会买了
振幅百分之十五，今晚有龙虎榜。明天一字连板。,"https://guba.eastmoney.com/news,600137,228207380.html",2015-12-03 14:42:58,振幅百分之十五，今晚有龙虎榜。明天一字连板。
看到了吗，涨停出货法,"https://guba.eastmoney.com/news,600137,228207886.html",2015-12-03 14:43:37,看到了吗，涨停出货法
又被骗了[微笑],"https://guba.eastmoney.com/news,600137,228214474.html",2015-12-03 14:52:14,又被骗了
2015年12月3日收盘跌停，各位大户听我的口令了，卖出吧砸到跌停，套死机构,"https://guba.eastmoney.com/news,600137,228099964.html",2015-12-03 11:12:12,2015年12月3日收盘跌停，各位大户听我的口令了，卖出吧砸到跌停，套死机构
众位大户中户听老子统一口令，马上卖出这个股票马上执行乖乖听爷爷的话，砸跌停 众位大户中户听老子统一口令，马上卖出这个股票马上执行乖乖听爷爷的话，砸跌停,"https://guba.eastmoney.com/news,600137,228100302.html",2015-12-03 11:12:46,众位大户中户听老子统一口令，马上卖出这个股票马上执行乖乖听爷爷的话，砸跌停 众位大户中户听老子统一口令，马上卖出这个股票马上执行乖乖听爷爷的话，砸跌停
给为大户准备10000手，一笔能砸到35.08元，筹码松动能带动32000手的砸单。请大家积极配合，砸跌停喽,"https://guba.eastmoney.com/news,600137,228106996.html",2015-12-03 11:22:44,众位大户中户听老子统一口令，马上卖出这个股票马上执行乖乖听爷爷的话，砸跌停 众位大户中户听老子统一口令，马上卖出这个股票马上执行乖乖听爷爷的话，砸跌停
拉高就是为了出货,"https://guba.eastmoney.com/news,600137,228168049.html",2015-12-03 13:52:07,拉高就是为了出货
各位大户请准备10000手，可以一笔砸到35.08元，下面总共菜5000手买单，努力吧套死机构,"https://guba.eastmoney.com/news,600137,228109635.html",2015-12-03 11:26:43,套死机构
跌停吧！,"https://guba.eastmoney.com/news,600137,228084839.html",2015-12-03 10:50:39,跌停吧！
走了，赚了5个点,"https://guba.eastmoney.com/news,600137,228041104.html",2015-12-03 09:51:32,走了，赚了5个点
2015年12月3日必须跌停！1949倍的市盈率，糊弄傻子呢，目标6元,"https://guba.eastmoney.com/news,600137,227901145.html",2015-12-02 19:14:33,就400万搞个文化产业这点银子连送礼都不够，能搞出个球来啊，目标6元，前进吧
四个机构，对抗一主力。机构惨败！现在还是下降通道中，大涨也是不可能。只能说庄家手,"https://guba.eastmoney.com/news,600137,227903013.html",2015-12-02 19:21:35,四个机构，对抗一主力。机构惨败！现在还是下降通道中，大涨也是不可能。只能说庄家手法快狠准，佩服佩服
爽！昨天就知今天盘中还会有跌停（机构利益输送都这么玩）。坚决买入。明天又低开三、,"https://guba.eastmoney.com/news,600137,227848240.html",2015-12-02 16:04:47,爽！昨天就知今天盘中还会有跌停（机构利益输送都这么玩）。坚决买入。明天又低开三、四个点而后盘中又拉高，明天拉高五个点以上时走人。艹！地道的黑！我日
完全看不懂走势，割肉or补仓？,"https://guba.eastmoney.com/news,600137,224947098.html",2015-11-24 10:06:17,完全看不懂走势，割肉or补仓？
2015年12月2日收盘跌停，各位大户听我的口令了，卖出吧砸到跌停，套死机构,"https://guba.eastmoney.com/news,600137,227781843.html",2015-12-02 14:09:09,2015年12月2日收盘跌停，各位大户听我的口令了，卖出吧砸到跌停，套死机构
[微笑]不到50我不走。等你到2020年。,"https://guba.eastmoney.com/news,600137,227761862.html",2015-12-02 13:36:03,不到50我不走。等你到2020年。
明天要是再跌停我就让你们一人干一下，顶我的就干两下，支持我的。就涨停板，连续涨八,"https://guba.eastmoney.com/news,600137,227065408.html",2015-11-30 16:35:36,明天要是再跌停我就让你们一人干一下，顶我的就干两下，支持我的。就涨停板，连续涨八个版
麻痹三天百分之三十卧槽,"https://guba.eastmoney.com/news,600137,227691111.html",2015-12-02 10:53:22,麻痹三天百分之三十卧槽
狗庄去死吧,"https://guba.eastmoney.com/news,600137,227666687.html",2015-12-02 10:27:28,狗庄去死吧
大盘向上它向下,"https://guba.eastmoney.com/news,600137,227663576.html",2015-12-02 10:24:15,大盘向上它向下
两天跌了百分二十五了，还跌,"https://guba.eastmoney.com/news,600137,227659062.html",2015-12-02 10:18:23,两天跌了百分二十五了，还跌
全是机构在对敲，坑死散户，举报它,"https://guba.eastmoney.com/news,600137,227658263.html",2015-12-02 10:17:19,全是机构在对敲，坑死散户，举报它
明天涨停。机构连续净买入达3.9亿。明天开盘抢筹吧。,"https://guba.eastmoney.com/news,600137,227520345.html",2015-12-01 20:23:56,明天涨停。机构连续净买入达3.9亿。都可以占到总市值的10%以上了。剩下筹码不多了。明天开盘抢筹吧。
还有撒比在砸,"https://guba.eastmoney.com/news,600137,227633841.html",2015-12-02 09:44:12,还有撒比在砸
割肉走人，妖股玩不起,"https://guba.eastmoney.com/news,600137,227633834.html",2015-12-02 09:44:07,割肉走人，妖股玩不起
"39.1抄底了2000股,不知道明天怎么样","https://guba.eastmoney.com/news,600137,227599135.html",2015-12-02 06:32:17,好紧张
割了，不陪你玩了。。。,"https://guba.eastmoney.com/news,600137,227391274.html",2015-12-01 14:16:46,3天亏了那么多，心碎啊。主力你赢了
看看龙虎榜，游资全跑了，说好的坑定，今天没机构接盘了，游资继续跑路，明天见底了应,"https://guba.eastmoney.com/news,600137,227470116.html",2015-12-01 17:22:31,看看龙虎榜，游资全跑了，说好的坑定，今天没机构接盘了，游资继续跑路，明天见底了应该，尾盘也就还有一万手
