标题,链接,发布时间,内容
600332:白云山澄清公告,"https://guba.eastmoney.com/news,600332,625956386.html",2017-04-07 20:39:44,"公告日期：2017-04-08
 证券代码：600332 股票简称：白云山 编号：2017—015



广州白云山医药集团股份有限公司澄清公告



本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。



一、媒体报道



近日，有媒体刊登了《业绩高增长背后 广药白云山药品屡涉广



告违法》的文章，其中有提及广州白云山医药集团股份有限公司（“本公司”）部分产品涉及广告违法的相关信息，称：“广药白云山多家子公司产品屡陷广告违法质疑。记者综合山东省、安徽省等多地食药监局公告信息发现，涉嫌广告违法的产品包括陈李济药厂生产的‘舒筋健腰丸’、和记黄埔中药有限公司生产的板蓝根颗粒以及未标示生产企业的‘白云山丹参茶’等。”



二、澄清说明



获悉上述消息后，本公司对相关情况进行了核实，说明如下： 1、山东省食品药品监督管理局于2017年1月23日发布的《山东省违法药品医疗器械保健食品广告公告（2017年）第1期 总第122期》公告中提到，舒筋健腰丸有涉及违规的情况。



舒筋健腰丸为本公司全资子公司广州白云山陈李济药厂有限公司（“陈李济药厂”）生产的产品，目前采取总代理形式销售。在获悉以上事项后，陈李济药厂和舒筋健腰丸产品总代理商对相关情况进行了调查，调查发现：相关信息是山东电视台综艺频道制作的一个由舒筋健腰丸冠名的综艺节目宣传片花，片花内容为山东电视台综艺频道自行制作的，且综艺频道认为发布的信息并非商业广告。



在事件发生后，陈李济药厂已明确要求山东电视台综艺频道向相关部门对此作出解释并妥善处理、消除影响。山东电视台综艺频道已向山东省食品药品监督管理局及所属辖区工商行政管理局做出解释，并按要求提交了相关的证明材料。目前，陈李济药厂并未受到关于该事项的处罚通知。



2、关于本公司持股 50%的合营企业广州白云山和记黄埔中药有



限公司（“白云山和黄公司”）生产的板蓝根颗粒广告违规的问题白云山和黄公司已在安徽省食品药品监督管理局网站上查询到相关公告，目前尚未收到进一步的处理意见。白云山和黄公司将全力配合相关政府部门的核查工作，且已停止了一切相关宣传活动。



3、未标示生产企业的“白云山丹参茶”的宣传行为



经核查，涉嫌违规广告的“白云山丹参茶”产品为本公司持股87.77%的控股子公司广州白云山潘高寿药业股份有限公司（“潘高寿药业”）总经销的产品，涉事违规广告的发布是潘高寿药业下游分销商违反与潘高寿药业签订的协议而擅自做出的违规广告行为。潘高寿药业在获悉以上事项后，已在第一时间要求该客户立即停止任何形式的广告发布活动，并立即终止与该客户的合作关系，同时主动配合工商部门采取行动消除不良影响。目前，潘高寿药业尚未收到进一步的处理意见。



此外，有关媒体关于“白云山丹参茶”并未标示生产企业和批准文号等信息的报道不属实。据核实，该产品上有标示生产企业和批准文号等信息。



为进一步加强属下企业广告宣传的管理，防止日后出现类似情况，本公司采取了如下措施：



1、要求属下企业进一步加强对自身及经销商、代理商的广告行为的管理，规范和约束产品广告行为。



2、要求属下企业相关人员加强学习药品广告法、规范化的意识，同时提高守法意识，严格执行有关规定，确保产品宣传是合法合规。



三、以上事项对公司的影响



舒筋健腰丸 2016年销售收入约为人民币 1.42亿元，占本公司



2016 年营业收入的比例为0.71%。“白云山丹参茶”2016 年销售收



入约为人民币532万元，占本公司2016年营业收入的比例为0.03%。



白云山和黄公司为本公司的合营企业，其营业收入并未纳入本公司合并报表，本公司2016年度确认对该公司的投资收益约占本公司2016年归属于母公司股东净利润的比例为4.76%。上述事项所涉及的产品相关的收入及利润占比较低，预计对本公司经营业绩不构成重大影响。本公司及下属企业将采取措施加强对产品广告行为的管理，以避免出现类似情况。



四、必要提示



本公司提醒投资者注意，本公司信息以指定披露媒体《上海证券报》、《证券时报》、《中国证券报》、《证券日报》与上海证券交易所网站（http://www.sse.com.cn）及香港联合交易所有限公司网站（http://www.hkex.com.hk）披露为准，敬请广大投资者注意投资风险。



特此公告。



……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
奶奶的！重点监控对像是吧！给别人一个机会，也给自己一个机会！整合资源，重塑人生,"https://guba.eastmoney.com/news,600332,626339698.html",2017-04-09 08:42:24,奶奶的！重点监控对像是吧！给别人一个机会，也给自己一个机会！整合资源，重塑人生
金戈的销售网络存在严重问题！！去年之前在北京只有一家航天桥附近的新特药品商店有售,"https://guba.eastmoney.com/news,600332,626255394.html",2017-04-08 21:22:21,金戈的销售网络存在严重问题！！去年之前在北京只有一家航天桥附近的新特药品商店有售，今年前不久问家门口的一家连锁药店，居然也有售，但是门口依然打的是所谓正宗万艾克的广告，为什么不宣传物美价低的金戈呢？是不是在流通环节终端药店利润不够多？很少见到药店橱窗宣传金戈的手写海报，很多人都还不知道金戈，在很多大城市都是如此！！请白云山管理层思考、重视这个问题！
这几只白马现股价极其严重偏低：000059、600823,"https://guba.eastmoney.com/news,600332,626235220.html",2017-04-08 19:34:37,.直播中阳垫底！曙光已现！
白云山本次调整到28是否见底了？下周是涨是跌？路过的大侠猜猜看。,"https://guba.eastmoney.com/news,600332,625966841.html",2017-04-07 21:09:16,白云山本次调整到28是否见底了？下周是涨是跌？路过的大侠猜猜看。
别遮遮掩掩了，快涨吧,"https://guba.eastmoney.com/news,600332,615052006.html",2017-03-08 08:53:51,洗什么盘，筹码都让你们洗丢了，还在这磨蹭，拉升吧。
不能犹豫,"https://guba.eastmoney.com/news,600332,621379095.html",2017-03-27 09:57:23,不能犹豫
小白处在高高的山顶小心哪！,"https://guba.eastmoney.com/news,600332,620353769.html",2017-03-23 16:07:22,小白处在高高的山顶小心哪！
危险,"https://guba.eastmoney.com/news,600332,626118791.html",2017-04-08 10:25:57,的走势
的走势老子,"https://guba.eastmoney.com/news,600332,626118877.html",2017-04-08 10:25:44,今天开心一会拉板
电话回家，问,"https://guba.eastmoney.com/news,600332,626119012.html",2017-04-08 10:25:15,候你妈你妹
知错就改,"https://guba.eastmoney.com/news,600332,626019107.html",2017-04-08 00:36:41,知错就改
持续加仓白云山,"https://guba.eastmoney.com/news,600332,606002573.html",2017-02-11 16:40:57,持续加仓白云山
2014年6月行情刚开始25元，现在也24元5角，这三年管理层吃什么饭长大的,"https://guba.eastmoney.com/news,600332,604534917.html",2017-02-09 14:32:16,2014年6月行情刚开始25元，现在也24元5角，这三年管理层吃什么饭长大的
白云山这种盘子大的股票，不是一下能拉起的,"https://guba.eastmoney.com/news,600332,625948067.html",2017-04-07 20:16:07,白云山这种盘子大的股票，不是一下能拉起的，涨那么一点，掉那么一点，就在那叽歪，想炒断线玩次新，看好了就长期持有，看不好就卖掉走人，天天叽叽歪歪
大家可安好,"https://guba.eastmoney.com/news,600332,587390773.html",2017-01-12 08:51:47,大家可安好
养老金大手笔指向白云山,"https://guba.eastmoney.com/news,600332,612731389.html",2017-03-01 10:26:46,白云山今日涨到何点
名族品牌王老吉,"https://guba.eastmoney.com/news,600332,604833921.html",2017-02-09 22:11:44,名族品牌王老吉
报收3139点,"https://guba.eastmoney.com/news,600332,614609161.html",2017-03-07 01:59:51,周五大盘将为周线而战！
大白加油。我看好你,"https://guba.eastmoney.com/news,600332,595345690.html",2017-01-26 15:05:30,大白加油。我看好你
股价处于拉升初期或中期,"https://guba.eastmoney.com/news,600332,612941122.html",2017-03-01 20:34:12,股价处于拉升初期或中期
赶紧拉升,"https://guba.eastmoney.com/news,600332,587391047.html",2017-01-12 08:52:41,赶紧拉升
愚蠢的广药,"https://guba.eastmoney.com/news,600332,554912285.html",2016-09-27 14:38:34,"最近加多宝侮辱英雄的报道铺天盖地，大有不把加多宝搞垮誓不罢休的目的。可惜事实的真相是加多宝想跟作业本合作销售凉茶，结果有人翻出作业本几年前发过的微博上的一些调侃话题，然后联合英雄的亲属一起来扩大影响，妄图搞垮加多宝多年来辛苦建立的美誉，自以为搞垮了加多宝，市场就是自己的了。
可惜这种做法实在是愚蠢，目前谁都知道加多宝和王老吉的竞争正在风头上，全国人民都知道加多宝和王老吉的官司打得不可开交，这个时候出现这种新闻都知道是竞争对手搞的下作把戏，明眼人一眼就看出其中的猫腻。作业本的微博是几年前的（究竟是谁会翻人家几年前的微博？这是代表别有用心），作业本也不是真的要侮辱英雄，不过是一种调侃而已，不过为了打击对手，顾不了这么多了，把这一切都算到加多宝头上去（目标对准对手，很好的说明了是竞争对手是谁），打官司只索要一元钱（打官司需要大量的时间和金钱，这代表背后有人给他撑腰，也代表打官司的目的不在此，绝非为了出气）媒体报道千篇一律指向加多宝，明显是有人在背后运作黑加多宝。（与广药不用正常的营销手段，长期使用下三滥的手段打击对手的行为非常吻合）

当然，加多宝借助道歉发起“多谢行动”感谢合作伙伴和所有消费者，声明过去不可能，现在和未来都不会也不可能用这种话题营销，同时直指竞争对手这种消费英烈，打击对手的无耻行径。借助道歉报道和记者的采访让更多的人知道了其竞争对手的可耻！

总的来说，广药再一次得到展示自己的无耻的机会，加多宝又做了一次很好的营销，各取所需。"
今天27.10往下做空白云山，谢谢大家的支持！,"https://guba.eastmoney.com/news,600332,613136532.html",2017-03-02 11:26:23,今天27.10往下做空白云山，谢谢大家的支持！
看来小白造的伟哥不咋的，连他自己都不行。,"https://guba.eastmoney.com/news,600332,625870603.html",2017-04-07 16:49:33,看来小白造的伟哥不咋的，连他自己都不行。
刚来此吧，发现这个吧有点意思，没有什么新贴，都是1月份的旧帖，贴子的评论有很多还,"https://guba.eastmoney.com/news,600332,613886096.html",2017-03-04 12:56:18,刚来此吧，发现这个吧有点意思，没有什么新贴，都是1月份的旧帖，贴子的评论有很多还是心灵鸡汤的话
这是最关键的一点!涨停后量极度缩小,"https://guba.eastmoney.com/news,600332,612942025.html",2017-03-01 20:37:13,这是最关键的一点!涨停后量极度缩小
好像每天两点后就不行了,"https://guba.eastmoney.com/news,600332,613602006.html",2017-03-03 14:09:09,好像每天两点后就不行了
致歉：本人昨天发帖说今天白云山会红艳艳，但人算不如天算眼镜跌了个粉碎，有错就认在此深表歉意。,"https://guba.eastmoney.com/news,600332,625323584.html",2017-04-06 15:12:12,只能再次证实白云山是一只极度难操作的股票，还是建议耗不起的朋友不要再在此地久留，外面春色满园。
哇哈哈、伟哥都让庄主送给他的姐姐吃了、阴盛阳衰,"https://guba.eastmoney.com/news,600332,625835651.html",2017-04-07 15:29:12,不按技术走、今天俺把鸡鸡从庄主姐姐的窟窿里拔出来啦、拜拜啦
头肩顶，其他我就不说了，向下目标20,"https://guba.eastmoney.com/news,600332,625828266.html",2017-04-07 15:12:40,RT，下周开启阴跌走势，向下目标20
危险的走势,"https://guba.eastmoney.com/news,600332,625824240.html",2017-04-07 15:03:55,危险的走势
狗庄爆弱,"https://guba.eastmoney.com/news,600332,625821891.html",2017-04-07 15:00:56,狗庄爆弱
大资金调仓换股了，但是出货很温柔,"https://guba.eastmoney.com/news,600332,625815078.html",2017-04-07 14:51:18,大资金调仓换股了，但是出货很温柔
不要在上面叽叽歪歪，听到烦,"https://guba.eastmoney.com/news,600332,625762360.html",2017-04-07 13:37:26,不要在上面叽叽歪歪，听到烦
龙抬头了，加狗们快点打电话回家，问候你妈你妹你女们快活了吗，不快活让她们再等下周,"https://guba.eastmoney.com/news,600332,625700470.html",2017-04-07 11:21:51,龙抬头了，加狗们快点打电话回家，问候你妈你妹你女们快活了吗，不快活让她们再等下周，保证让她们快活死的，白云山要来劲，会拼命让她们快活的！
完成w底形态，期待来一个放量长阳。[鼓掌][鼓掌][鼓掌]突破劲线后一路上涨。股,"https://guba.eastmoney.com/news,600332,614639508.html",2017-03-07 07:45:19,完成w底形态，期待来一个放量长阳。突破劲线后一路上涨。股价如果符合思路，将持股3个月，不翻倍不抛。仓位50%。
哈哈、中国伟哥、小鸡鸡再次雄起,"https://guba.eastmoney.com/news,600332,625690422.html",2017-04-07 11:07:54,吃咱国产伟哥、哈哈、杠杠滴
阳痿早泄的前兆……,"https://guba.eastmoney.com/news,600332,625658860.html",2017-04-07 10:23:00,阳痿早泄的前兆……
白云山药业股票分析,"https://guba.eastmoney.com/news,600332,625518015.html",2017-04-06 23:22:48,为什么好好的分析这个股票，我专门买了金戈试了试，还真管用，重振当年雄风，本来一夜可以7次，用了金戈，一次坚持了1个小时，后面也就硬不起来了，就和这股票似的，硬了一下就软了，软了，软了，早泄，明天早泄
我最喜欢稳健的,"https://guba.eastmoney.com/news,600332,608991911.html",2017-02-15 11:06:51,白云山的表现，很让人期待
人生就有许多这样的奇迹,"https://guba.eastmoney.com/news,600332,612554271.html",2017-02-28 17:28:21,人生就有许多这样的奇迹
600332:白云山公告,"https://guba.eastmoney.com/news,600332,622087977.html",2017-03-28 18:17:29,"公告日期：2017-03-29
 证券代码：600332 股票简称：白云山 编号：2017－014



广州白云山医药集团股份有限公司公告



本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。



重要内容提示：



● 本公司全资子公司拜迪生物参与发起设立项目公司以推进新型抗



肿瘤疫苗的开发及应用项目。拜迪生物以无形资产评估价值入股，持有项目公司50%股权，为项目公司第一大股东。



● 新型抗肿瘤疫苗的开发及应用项目目前尚处于临床前研究，预计



五年内申请临床试验批件，并将在获得临床试验批件后开展Ⅰ、Ⅱ、Ⅲ期临床试验及产业化等工作，预计对本公司2017年度及未来几年的经营业绩不产生重大影响。



● 新药研制具有高风险、高投入、周期长的特性，药品从前期研发



到临床试验、从注册申报到产业化生产的环节多、时间长，且每一环节能否成功均存在较大的风险。请投资者注意投资风险，理性投资。



广州白云山医药集团股份有限公司（“本公司”）获悉，本公司合计持股100%的全资子公司（本公司直接持股98.48%、通过全资子公司广州医药研究总院有限公司间接持股1.52%）广州白云山拜迪生物医药有限公司（“拜迪生物”）参与设立的广州白云山南方抗肿瘤生物制品股份有限公司（“项目公司”）在于2017年3月28日举办的“2017中国广州国际投资年会生物医药健康产业分论坛”上举行了挂牌成立仪式。其中，拜迪生物持有项目公司 50%股权，为项目公司的第一大股东。现将相关情况公告



如下：



一、对外投资概述



经本公司2016年第五次战略发展与投资委员会审议同意，拜迪生物



与南方医科大学南方医院（“南方医院”）、东莞市长大生物科技有限公司（“长大科技”）、广东省粤科财政股权投资有限公司（“粤科投资”）、自然人李明松教授发起设立广州白云山南方抗肿瘤生物制品股份有限公司进行新型抗肿瘤疫苗的开发及应用项目。项目公司注册资本为人民币9,950万元，拜迪生物以无形资产评估价值入股，占50%股权。项目公司已于2017年1月取得工商营业执照。



新型抗肿瘤疫苗的开发及应用项目（“本项目”）由南方医院李明松教授团队研发，旨在开发以 GPC3（glypican-3，磷脂酰肌醇蛋白聚糖-3）为靶向的重组 GPC3-HBsAg （乙肝表面抗原）蛋白疫苗。实验表明，GPC3-HBsAg 蛋白作为疫苗，对肝癌以及肝母细胞瘤、恶性黑色素瘤、卵巢癌、肾细胞癌和肺鳞状细胞癌等表达GPC3的恶性肿瘤有安全可靠的预防和治疗作用。本项目开发的GPC3-HBsAg蛋白疫苗预计在五年内完成临床前研究，申请临床试验研究批文。



本项目于2013年底，由拜迪生物（第一申报单位及第一责任单位）、



南方医院（第二申报单位）、长大生物三家联合向广东省发展与改革委员会申报国家战略性新型产业区域集聚发展试点项目。截至本公告日，本项目已提交8项国内专利申请，共获得人民币3,290万元财政资助。其中，人民币800万元为中央财政无偿支持；人民币1,990万元为广东省财政股权投资资金，由粤科投资管理；人民币500万元为广州市新兴产业发展资金。



二、项目公司合作方基本情况



（一）拜迪生物



拜迪生物成立于2001年，注册资本为人民币1.316亿元，本公司直



接持股 98.48%，通过全资子公司广州医药研究总院有限公司间接持股



1.52%，合计持股100%。拜迪生物是本公司生物医药研发与产业化平台。



拜迪生物主要负责本项目的研发及产业化支持。



（二）南方医院



南方医院是一所集医疗、教学、科研、预防保健为一体的大型综合性医院，属于国家首批三级甲等医院，注册资本人民币137,036万元，主要从事门诊、住院、体检、出（会）诊、教学、进修、科研开发、国内外学术交流与合作。南方医院主要负责HBsAg-GPC3蛋白疫苗的药效学、毒理学和临床试验。



（三）长大生物



长大生物成立于2010年，注册资本为人民币100万元，主要从事肿



瘤和自身免疫性疾病免疫调节和免疫治疗研发（尤其是抗肿瘤疫苗）及技术服务。长大生物主要负责HBsAg-GPC3蛋白疫苗活性验证及安全性评估。（四）粤科投资



粤科投资成立于2013年，注册资本为人民币3000万元，主要从事风



险投资、创业投资、股权投资；收购、处置、经营资产……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
600332:白云山:华泰联合证券股份有限公司关于广州白云山医药集团股份有限公司使用募集资金向子公司进行增资的核查意见,"https://guba.eastmoney.com/news,600332,585271063.html",2017-01-04 21:12:39,"公告日期：2017-01-05
 华泰联合证券股份有限公司



关于广州白云山医药集团股份有限公司使用募集资金



向子公司进行增资的核查意见



华泰联合证券股份有限公司（以下简称“华泰联合”、“保荐机构”）作为广州白云山医药集团股份有限公司（以下简称“白云山”、“公司”）2015年非公开发行A股股票并在上海证券交易所上市的保荐机构，根据《证券发行上市保荐业务管理办法》、《上海证券交易所股票上市规则》、《上海证券交易所上市公司募集资金管理规定》《上海证券交易所上市公司募集资金管理办法》及《上市公司监管指引第 2 号——上市公司募集资金管理和使用的监管要求》等相关法律、法规和规范性文件的规定，对白云山使用募集资金向子公司进行增资相关事项进行了核查，具体核查情况如下：



一、募集资金基本情况



经中国证券监督管理委员会证监许可【2016】826号文核准，白云山于2016年8月通过非公开发行A股股票方式发行A股股票334,711,699股，发行价格每股23.56元，募集资金总额为人民币7,885,807,628.44元，扣除各项发行费用后，募集资金净额为人民币7,863,446,528.33元。以上募集资金已经立信会计师事务所（特殊普通合伙）于2016年8月12日出具的“信会师报字【2016】第410605号”《验资报告》确认。公司已对募集资金采取了专户存储。



二、使用募集资金向子公司增资情况



为规范公司募集资金管理和使用，保护投资者权益，公司设立了相关募集资金专项账户。募集资金到账后，已全部存放于募集资金专项账户内，并与保荐机构、存放募集资金的商业银行签署了募集资金三方监管协议。



公司计划将募集资金用于以下投资项目：



序 业务 项目名称 项目投资额 本次募集资金投



号 板块 （万元） 资额（万元）



1 “大南药”研发平台建设项目 150,000.00 150,000.00



2 大南药 “大南药”生产基地一期建设项目 181,779.00 100,000.00



其中：明兴制药易地改造项目 100,210.80 60,000.00



序 业务 项目名称 项目投资额 本次募集资金投



号 板块 （万元） 资额（万元）



何济公制药厂易地改造项目 81,568.20 40,000.00



3 大商业 现代医药物流服务延伸项目 149,000.00 100,000.00



4 大健康 渠道建设与品牌建设项目 240,000.00 200,000.00



5 信息化平台建设项目 20,000.00 20,000.00



6 补充流动资金 220,000.00 216,344.65



合计 960,779.00 786,344.65



根据《广州白云山医药集团股份有限公司非公开发行A股票预案（三次修订稿）》，上述募投项目中，大南药板块的“明兴制药易地改造项目”实施主体为公司全资子公司广州白云山明兴制药有限公司（以下简称“明兴制药”）；大健康板块的“渠道建设与品牌建设项目”实施主体为公司全资子公司广州王老吉大健康产业有限公司（以下简称“王老吉大健康公司”）。



公司拟使用募集资金向王老吉大健康公司现金增资人民币80,000.00万元，公司董事会授权公司经营管理层具体办理增资事宜。



公司拟使用募集资金向明兴制药现金增资人民币60,000.00万元。为提高募集资金……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
多头排序  太漂亮了！,"https://guba.eastmoney.com/news,600332,613726263.html",2017-03-03 20:58:15,多头排序 太漂亮了！
